Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Sector,Tipo de cliente
2021-06-16,-740.4392638243766,3044.5079836920195,1134.705790338018,1020013,Cerdo,Industriales
2021-06-17,-985.7073139053774,2845.4562345624036,876.8916189482935,1020013,Cerdo,Industriales
2021-06-11,-861.0597096722817,1509.0841319513602,330.38752541746857,1020010,Cerdo,Industriales
2021-06-12,-1045.8834971129745,1322.912432980513,144.80153815600553,1020010,Cerdo,Industriales
2021-06-13,-1163.0411012799345,1219.0849628383812,108.840838808395,1020010,Cerdo,Industriales
2021-06-14,-861.0219758339053,1560.1423862758968,324.332569618274,1020010,Cerdo,Industriales
2021-06-15,-742.7126205695268,1640.769393399878,455.701076972386,1020010,Cerdo,Industriales
2021-06-16,-977.9100529238044,1358.4335521339824,175.43625859374637,1020010,Cerdo,Industriales
2021-06-17,-573.3724030414428,1787.8400330371885,601.6792431727126,1020010,Cerdo,Industriales
2021-06-10,-214.1386448781352,621.6182437017113,207.49669017605095,1020003,Cerdo,Industriales
2021-06-11,-319.11990355898917,553.9945874594326,125.72012046196521,1020003,Cerdo,Industriales
2021-06-12,-371.18080742379135,492.2473414870049,82.71258540319619,1020003,Cerdo,Industriales
2021-06-13,-332.32600297779703,544.6937949683607,97.43964136234567,1020003,Cerdo,Industriales
2021-06-14,-389.4755932654316,457.6908050372707,59.2343410592408,1020003,Cerdo,Industriales
2021-06-15,-224.37735512816204,640.738060177166,182.77962038472822,1020003,Cerdo,Industriales
2021-06-16,-214.27122885504937,662.3810844338841,232.73878117175187,1020003,Cerdo,Industriales
2021-06-10,-411.07017644032055,527.2419761914153,53.61943888216797,1020001,Cerdo,Industriales
2021-06-11,-330.00423461133767,619.4897710502001,137.78990383847324,1020001,Cerdo,Industriales
2021-06-12,-458.6000974533164,467.28442706046104,-0.16814155022603927,1020001,Cerdo,Industriales
2021-06-13,-425.7251647743916,537.9040499654545,23.589596600566693,1020001,Cerdo,Industriales
2021-06-14,-502.50377298781285,445.14921100482496,-31.876942125785604,1020001,Cerdo,Industriales
2021-06-15,-453.1088249660712,478.7483040146697,1.9496459719497352,1020001,Cerdo,Industriales
2021-06-16,-281.51092000411955,639.117216179194,194.8517244700571,1020001,Cerdo,Industriales
2021-06-10,-124.65377499218238,326.4973117261316,94.34658917034838,1010695,Pollo,Industriales
2021-06-11,-82.97681062786447,392.1125227728859,149.61797468376955,1010695,Pollo,Industriales
2021-06-12,-187.82418011379377,306.6912942219604,61.02486335842051,1010695,Pollo,Industriales
2021-06-13,-140.76988822224925,330.4516622356149,106.29202246500219,1010695,Pollo,Industriales
2021-06-14,-141.9245401575146,360.1508167810023,87.2869870873997,1010695,Pollo,Industriales
2021-06-15,-204.1013742801767,287.3743171856422,46.428346200895774,1010695,Pollo,Industriales
2021-06-16,-152.152646714115,304.7701688486732,80.88460844227069,1010695,Pollo,Industriales
2021-06-10,-3474.674819283416,3450.8011503271237,-258.9897321869987,1010267,Pollo,Industriales
2021-06-11,-3181.4541937951826,3602.8339372452756,39.95537452728675,1010267,Pollo,Industriales
2021-06-12,-3796.7123898482455,3079.5367207897125,-524.6721465894154,1010267,Pollo,Industriales
2021-06-13,-4020.1769065109124,2863.1734185488567,-621.2667022851572,1010267,Pollo,Industriales
2021-06-14,-3821.847348084119,2875.4692157428585,-511.7792051473915,1010267,Pollo,Industriales
2021-06-15,-3788.673186932404,3069.578081981459,-297.32937133339135,1010267,Pollo,Industriales
2021-06-16,-3539.8779245926894,3239.8722440510764,-78.21349541165586,1010267,Pollo,Industriales
2021-06-11,684.6313592504932,2930.9458581068975,1768.962671340737,1010078,Pollo,Industriales
2021-06-12,54.23481380059533,2373.0775844073887,1218.598829035165,1010078,Pollo,Industriales
2021-06-13,-322.03959147060607,1909.1213722012064,815.5766106227381,1010078,Pollo,Industriales
2021-06-14,-243.42346418439635,2101.457469814446,928.6413819894865,1010078,Pollo,Industriales
2021-06-15,61.06872379330425,2359.4208202417026,1182.4184320496522,1010078,Pollo,Industriales
2021-06-16,504.5210974321189,2731.5798864816743,1621.4603965072185,1010078,Pollo,Industriales
2021-06-17,260.9637621766875,2555.3921766378644,1373.9282680777742,1010078,Pollo,Industriales
2021-06-08,-100.85140574669673,132.8659658015144,18.19317325508188,1010077,Pollo,Industriales
2021-06-09,-112.37994668348611,135.70351570566288,9.555886092697556,1010077,Pollo,Industriales
2021-06-10,-109.03938384050022,126.63053510617776,12.558325599739586,1010077,Pollo,Industriales
2021-06-11,-131.42402834058373,118.0625039094072,-5.6026262431768075,1010077,Pollo,Industriales
2021-06-12,-137.3231251699412,100.60760733694526,-16.06169709573611,1010077,Pollo,Industriales
2021-06-13,-109.8621432302598,140.12436866300993,11.796637357458053,1010077,Pollo,Industriales
2021-06-14,-149.0971243111932,89.64162988317925,-21.643115264852234,1010077,Pollo,Industriales
2021-06-11,27.882176847251046,695.622382413591,368.319745141871,1010048,Pollo,Industriales
2021-06-12,-145.0220645751296,564.136754526508,219.50587409258844,1010048,Pollo,Industriales
2021-06-13,-180.0092519807607,510.6519266814102,184.94332548015666,1010048,Pollo,Industriales
2021-06-14,-211.93090345562655,478.16432739912085,139.36471106249547,1010048,Pollo,Industriales
2021-06-15,-85.99839438185644,571.7317689290217,228.4501225379551,1010048,Pollo,Industriales
2021-06-16,-26.67212825935531,693.0214654255244,331.4504001794898,1010048,Pollo,Industriales
2021-06-17,-32.1249355017591,657.6727619275964,329.69105990306036,1010048,Pollo,Industriales
2021-06-10,-210.89544859997514,325.7742641872056,53.41425296795927,1010002,Pollo,Industriales
2021-06-11,-127.53456926650513,421.76371378221916,151.6005555109522,1010002,Pollo,Industriales
2021-06-12,-216.17067347102565,319.13122176589906,48.26549726852397,1010002,Pollo,Industriales
2021-06-13,-44.57330191909474,460.27385520093657,209.07557311956705,1010002,Pollo,Industriales
2021-06-14,-242.10063560765352,290.9654362871457,25.36260479459152,1010002,Pollo,Industriales
2021-06-15,-191.02865746218717,340.66638924800037,73.0304336122963,1010002,Pollo,Industriales
2021-06-16,-108.73223536095301,400.4343950170499,146.0174409537909,1010002,Pollo,Industriales
2021-06-11,275.9327914560867,2333.4502887701487,1263.5527236207113,1020253,Cerdo,Grandes Clientes
2021-06-12,203.59694397745002,2248.8353615985147,1244.8889726507794,1020253,Cerdo,Grandes Clientes
2021-06-13,-427.363532625484,1720.6477187309358,625.5360761803073,1020253,Cerdo,Grandes Clientes
2021-06-14,-431.51221691259957,1539.1041814339342,552.3270039836839,1020253,Cerdo,Grandes Clientes
2021-06-15,-83.590491744326,1869.716006570528,887.7889312675409,1020253,Cerdo,Grandes Clientes
2021-06-16,-88.59101675558715,1963.8982679522248,924.8848704910022,1020253,Cerdo,Grandes Clientes
2021-06-17,340.49365316781626,2243.819036547318,1315.5921276344632,1020253,Cerdo,Grandes Clientes
2021-06-11,235.73451628743402,1905.9989346813477,1106.4830592068768,1020042,Cerdo,Grandes Clientes
2021-06-12,-115.16935479394733,1574.8325595547424,693.0389922175381,1020042,Cerdo,Grandes Clientes
2021-06-13,-1675.227985586737,1.403604887361039,-810.3004909375729,1020042,Cerdo,Grandes Clientes
2021-06-14,-499.09902349853706,1250.4767831602016,388.0263815967903,1020042,Cerdo,Grandes Clientes
2021-06-15,-294.17573969435523,1508.1983711624482,585.8849796673067,1020042,Cerdo,Grandes Clientes
2021-06-16,-132.21980231755833,1594.197220141994,751.7034606272531,1020042,Cerdo,Grandes Clientes
2021-06-17,69.47623015095756,1824.736183459516,979.3790460308766,1020042,Cerdo,Grandes Clientes
2021-06-11,1854.5538478810452,5079.897711461245,3466.6861243724597,1020027,Cerdo,Grandes Clientes
2021-06-12,1615.7577857221595,4609.953473018285,3189.6991625322767,1020027,Cerdo,Grandes Clientes
2021-06-13,-527.841728096814,2568.306621587197,923.6594211916769,1020027,Cerdo,Grandes Clientes
2021-06-14,1286.574803985322,4200.598198206421,2718.0645031370755,1020027,Cerdo,Grandes Clientes
2021-06-15,1624.8905523285666,4658.315520355488,3193.7342513734293,1020027,Cerdo,Grandes Clientes
2021-06-16,1644.1624820863449,4738.705905911626,3240.749487931176,1020027,Cerdo,Grandes Clientes
2021-06-17,1698.906652647851,4943.0203923431545,3369.6268159502206,1020027,Cerdo,Grandes Clientes
2021-06-11,5579.9592952900575,16479.048551488482,11109.217434724718,1020013,Cerdo,Grandes Clientes
2021-06-12,3447.602527803026,14334.21285482158,8874.890494355244,1020013,Cerdo,Grandes Clientes
2021-06-13,-4065.2063599471126,6754.079217029076,1244.8364367746071,1020013,Cerdo,Grandes Clientes
2021-06-14,-2090.5711527730487,8726.745456038338,3370.6319218553654,1020013,Cerdo,Grandes Clientes
2021-06-15,-12.586965800333514,11470.118603824276,5653.473692479321,1020013,Cerdo,Grandes Clientes
2021-06-16,2265.3987653182235,13679.295606389838,8016.092682638409,1020013,Cerdo,Grandes Clientes
2021-06-17,4026.8137397785144,14842.634132838493,9687.32604184699,1020013,Cerdo,Grandes Clientes
2021-06-11,2092.8345021245195,6685.002129464874,4222.781804951117,1020010,Cerdo,Grandes Clientes
2021-06-12,1340.0609145057142,6146.727035671496,3804.790662837834,1020010,Cerdo,Grandes Clientes
2021-06-13,-799.5962557420048,3881.376118966661,1524.6647138697817,1020010,Cerdo,Grandes Clientes
2021-06-14,1191.4617805605803,5610.427716858382,3436.752455497524,1020010,Cerdo,Grandes Clientes
2021-06-15,1174.4625149276185,5879.086711040597,3601.941029597676,1020010,Cerdo,Grandes Clientes
2021-06-16,2110.7318296005437,6651.333535985631,4514.128483355015,1020010,Cerdo,Grandes Clientes
2021-06-17,2141.0391616652555,6920.689812776928,4466.830510176543,1020010,Cerdo,Grandes Clientes
2021-06-11,-716.8234770767972,1973.1782056432528,574.0527565679287,1020003,Cerdo,Grandes Clientes
2021-06-12,-755.0332105315854,1761.950799749834,489.739280153961,1020003,Cerdo,Grandes Clientes
2021-06-13,-2235.165945328626,309.98971091666454,-944.1714821644516,1020003,Cerdo,Grandes Clientes
2021-06-14,-1263.9966757507862,1270.1965726615153,-97.8080428783511,1020003,Cerdo,Grandes Clientes
2021-06-15,-1242.360034727601,1383.2497327169185,138.0921782456055,1020003,Cerdo,Grandes Clientes
2021-06-16,-989.3403162149889,1649.8418581362853,318.9588534166722,1020003,Cerdo,Grandes Clientes
2021-06-17,-651.678363144672,1877.2144753553239,637.2860345262263,1020003,Cerdo,Grandes Clientes
2021-06-11,901.9286371553297,3098.899486170716,1995.6115190175542,1020001,Cerdo,Grandes Clientes
2021-06-12,814.1713222306914,2995.8989053346745,1923.907538270062,1020001,Cerdo,Grandes Clientes
2021-06-13,-723.5093094297404,1519.32272407312,353.45488212511475,1020001,Cerdo,Grandes Clientes
2021-06-14,402.7691077165911,2636.8777577591973,1526.4018788193994,1020001,Cerdo,Grandes Clientes
2021-06-15,415.68991512393166,2471.002164484892,1460.938125126776,1020001,Cerdo,Grandes Clientes
2021-06-16,324.2171373152378,2531.370308997205,1497.8673604950043,1020001,Cerdo,Grandes Clientes
2021-06-17,709.4585369192394,2854.6728286246234,1785.3766117933735,1020001,Cerdo,Grandes Clientes
2021-06-11,-1276.6924244789316,8036.324253473559,3148.1755379890137,1010695,Pollo,Grandes Clientes
2021-06-12,-2489.097787379701,6803.007501831985,1968.4182096163706,1010695,Pollo,Grandes Clientes
2021-06-13,-5175.5717920167635,4518.07858300448,-601.7179880512922,1010695,Pollo,Grandes Clientes
2021-06-14,-3556.7021376031166,5573.596464186407,1355.9041178097877,1010695,Pollo,Grandes Clientes
2021-06-15,-2244.0137454752908,7480.265285514854,2751.963090548604,1010695,Pollo,Grandes Clientes
2021-06-16,-1507.8369451330832,7848.486622343225,3278.767994455062,1010695,Pollo,Grandes Clientes
2021-06-17,-1492.362198998352,7944.473365959452,3140.50727893032,1010695,Pollo,Grandes Clientes
2021-06-11,-2386.7667594927625,5120.54781330786,1430.19692937738,1010267,Pollo,Grandes Clientes
2021-06-12,-3607.195180363696,3804.6153519009345,234.64065314903942,1010267,Pollo,Grandes Clientes
2021-06-13,-8600.453727805816,-904.3478848091744,-4707.184517673617,1010267,Pollo,Grandes Clientes
2021-06-14,-4335.578389572174,3297.51890729358,-529.9435237629442,1010267,Pollo,Grandes Clientes
2021-06-15,-2953.63943278228,4563.158238337313,976.9724983018648,1010267,Pollo,Grandes Clientes
2021-06-16,-2859.0733523482645,4869.510693055304,1084.934839188612,1010267,Pollo,Grandes Clientes
2021-06-17,-2498.0057548962855,4925.08566228799,1279.1588977508084,1010267,Pollo,Grandes Clientes
2021-06-11,6112.563787685104,25177.347297714678,15406.19813399919,1010078,Pollo,Grandes Clientes
2021-06-12,1346.5418709057908,21037.749348485057,10897.113071836355,1010078,Pollo,Grandes Clientes
2021-06-13,-12093.090042310714,5141.585188432396,-3924.04748244439,1010078,Pollo,Grandes Clientes
2021-06-14,-4263.633766488637,14369.988012148084,5210.898050107612,1010078,Pollo,Grandes Clientes
2021-06-15,1336.624400930357,20006.02040184719,10156.17139060644,1010078,Pollo,Grandes Clientes
2021-06-16,4005.319179581714,23302.3321497651,13789.441111534734,1010078,Pollo,Grandes Clientes
2021-06-17,4694.076519329346,23114.135637398773,14241.649682327175,1010078,Pollo,Grandes Clientes
2021-06-10,-730.0224274192849,255.5172027408577,-239.1924273514466,1010077,Pollo,Grandes Clientes
2021-06-11,-564.8375979703734,436.4848767183737,-50.762658369098794,1010077,Pollo,Grandes Clientes
2021-06-12,-539.2855915948891,501.55034316819405,-14.835103594252224,1010077,Pollo,Grandes Clientes
2021-06-13,-540.333488464011,494.91973222257906,-38.345704484019606,1010077,Pollo,Grandes Clientes
2021-06-14,-684.2455020749163,362.7680721840559,-135.97594676993737,1010077,Pollo,Grandes Clientes
2021-06-15,-729.9528941318521,332.15044649297215,-153.39624565491908,1010077,Pollo,Grandes Clientes
2021-06-16,-625.572646711916,388.51857336734605,-93.6402323731846,1010077,Pollo,Grandes Clientes
2021-06-11,-4041.656510921531,10096.137448535806,2811.6663861962033,1010048,Pollo,Grandes Clientes
2021-06-12,-5790.927557882388,8496.770764025265,1491.1285442985554,1010048,Pollo,Grandes Clientes
2021-06-13,-14884.32774333524,-761.7520241506771,-7500.232211744062,1010048,Pollo,Grandes Clientes
2021-06-14,-8684.370316154174,5447.984818811873,-1469.25064596655,1010048,Pollo,Grandes Clientes
2021-06-15,-6201.613884391626,7983.569251628365,876.8051381095015,1010048,Pollo,Grandes Clientes
2021-06-16,-4043.3082061356918,10085.286285617232,3176.575561994121,1010048,Pollo,Grandes Clientes
2021-06-17,-3347.631601917334,10844.69666094052,3593.881688028375,1010048,Pollo,Grandes Clientes
2021-06-11,2320.148411536257,8502.428363242721,5264.170510980845,1010002,Pollo,Grandes Clientes
2021-06-12,238.92441587839315,6380.704523282286,3264.8117335223224,1010002,Pollo,Grandes Clientes
2021-06-13,-5663.211765283004,617.8363638100443,-2498.261842374043,1010002,Pollo,Grandes Clientes
2021-06-14,-1485.0276602858223,4682.644281845505,1674.4677519753282,1010002,Pollo,Grandes Clientes
2021-06-15,-53.18700346915737,5789.996782486216,2980.6031100959017,1010002,Pollo,Grandes Clientes
2021-06-16,1328.5620267741656,7376.960474724052,4460.455345394488,1010002,Pollo,Grandes Clientes
2021-06-17,1837.76118087336,7955.674970026648,4919.571049273001,1010002,Pollo,Grandes Clientes
2021-06-11,1964.6493444524672,3467.703250082642,2719.637796624465,1020253,Cerdo,Foodservice
2021-06-12,1272.877799282112,2794.6223916351814,2015.6846189486143,1020253,Cerdo,Foodservice
2021-06-13,570.2806791227767,2121.6238075804467,1360.236271930366,1020253,Cerdo,Foodservice
2021-06-14,1579.044687814857,3116.7810153487058,2362.250229298266,1020253,Cerdo,Foodservice
2021-06-15,2130.303818270109,3767.6414826847417,2929.9093638935537,1020253,Cerdo,Foodservice
2021-06-16,2139.9195849762955,3687.0682285997054,2885.831005168769,1020253,Cerdo,Foodservice
2021-06-17,2016.0479380304857,3567.5910060473702,2812.7393777073303,1020253,Cerdo,Foodservice
2021-06-10,-62.39902114001599,176.89142976623367,58.77213182004651,1020042,Cerdo,Foodservice
2021-06-11,-67.17349782662397,185.6186874385397,58.430554603045465,1020042,Cerdo,Foodservice
2021-06-12,-86.30111415168405,153.48921632864224,38.192048239159774,1020042,Cerdo,Foodservice
2021-06-13,-65.39872867852733,185.62904919285012,54.701207771217085,1020042,Cerdo,Foodservice
2021-06-14,-100.74165083973318,134.6565677373481,16.7483203599515,1020042,Cerdo,Foodservice
2021-06-15,-42.68320695425576,209.41359243852204,74.68037124403861,1020042,Cerdo,Foodservice
2021-06-16,-67.13140058202332,179.77603449486313,56.70321513087542,1020042,Cerdo,Foodservice
