Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Oficina de Ventas Unifica,Zona de ventas.1,Tipo de cliente,Semana
2021-07-05,-1277.8841136468805,1834.5796786280087,265.68695548908687,1020003,,Santiago,Tradicional,27
2021-07-06,-661.8746612580467,2486.0019045043196,969.8673576764623,1020003,,Santiago,Tradicional,27
2021-07-07,-112.67239852007236,2939.3140930014697,1399.6321024054469,1020003,,Santiago,Tradicional,27
2021-07-08,110.98449088693512,3156.264363273898,1681.0101523393837,1020003,,Santiago,Tradicional,27
2021-07-09,92.51384525078637,3286.129602661828,1633.9933310658344,1020003,,Santiago,Tradicional,27
2021-07-10,-130.1624280723808,3058.3900123622698,1405.1811797303342,1020003,,Santiago,Tradicional,27
2021-07-05,174.5356627694781,3290.6822395560853,1802.845238054962,1020001,,Santiago,Tradicional,27
2021-07-06,1362.9315110845857,4544.654317577213,3039.8152410536973,1020001,,Santiago,Tradicional,27
2021-07-07,1263.9762901952527,4415.854092560703,2903.0128771734117,1020001,,Santiago,Tradicional,27
2021-07-08,1492.9686524249678,4518.287420800385,3010.6923670478336,1020001,,Santiago,Tradicional,27
2021-07-09,2111.5669837556675,5263.270911623993,3653.250608166695,1020001,,Santiago,Tradicional,27
2021-07-10,1377.7707508189942,4406.579851887479,2892.055757256939,1020001,,Santiago,Tradicional,27
2021-07-05,-153.26585325011385,7218.241295255473,3752.176380664727,1010695,,Santiago,Tradicional,27
2021-07-06,1448.9229114139564,8578.797389993682,4993.479867585249,1010695,,Santiago,Tradicional,27
2021-07-07,2753.1096064249605,10013.7222442829,6288.152474001475,1010695,,Santiago,Tradicional,27
2021-07-08,2501.169230036345,9639.225275442494,6081.831627822958,1010695,,Santiago,Tradicional,27
2021-07-09,1703.825746068518,8787.672834973102,5326.076992098539,1010695,,Santiago,Tradicional,27
2021-07-10,1803.3369745267148,8894.465170480913,5315.589187244688,1010695,,Santiago,Tradicional,27
2021-07-05,-1218.5013531664454,7797.646363893322,3207.6296820184953,1010267,,Santiago,Tradicional,27
2021-07-06,2308.6573553047233,11056.409494982121,6484.020548293561,1010267,,Santiago,Tradicional,27
2021-07-07,1960.877854909768,10647.49752854098,6373.909424585449,1010267,,Santiago,Tradicional,27
2021-07-08,2492.01031490389,11340.95843243193,6902.488260991521,1010267,,Santiago,Tradicional,27
2021-07-09,3550.724619612009,12828.121139831606,8051.13815542506,1010267,,Santiago,Tradicional,27
2021-07-10,1139.1321165958705,10308.857894129165,5824.202782034392,1010267,,Santiago,Tradicional,27
2021-07-05,10032.326629645577,28315.420489582386,19412.586361161055,1010078,,Santiago,Tradicional,27
2021-07-06,19896.300391041943,37960.75912194347,29355.19161502307,1010078,,Santiago,Tradicional,27
2021-07-07,21436.909595717174,38962.20059521317,30629.114131391623,1010078,,Santiago,Tradicional,27
2021-07-08,24209.794136221884,43957.422902228784,33759.30067544765,1010078,,Santiago,Tradicional,27
2021-07-09,27544.425747898127,46797.702620110285,37445.084501453355,1010078,,Santiago,Tradicional,27
2021-07-10,17753.69611033511,37176.0556486895,27734.960127431736,1010078,,Santiago,Tradicional,27
2021-07-05,-483.1118561774337,1774.1086432541508,639.6743210557765,1010077,,Santiago,Tradicional,27
2021-07-06,-417.3363330586492,1808.7222280118724,735.5347973167567,1010077,,Santiago,Tradicional,27
2021-07-07,-110.3680439732846,2164.2667681349826,1035.2126168260788,1010077,,Santiago,Tradicional,27
2021-07-08,110.85844437075706,2423.2397853872035,1225.2062751140566,1010077,,Santiago,Tradicional,27
2021-07-09,311.1876421740629,2630.814223712188,1442.0195288933583,1010077,,Santiago,Tradicional,27
2021-07-10,188.03420283645244,2419.201286727464,1211.82997829392,1010077,,Santiago,Tradicional,27
2021-07-05,-2305.1116073589283,9065.484185322528,3181.9205110496014,1010048,,Santiago,Tradicional,27
2021-07-06,2350.3755567212193,14149.009532684417,8069.155050621636,1010048,,Santiago,Tradicional,27
2021-07-07,2337.9608644553473,14304.959269546938,8431.943281290049,1010048,,Santiago,Tradicional,27
2021-07-08,3343.937464182235,14795.71831999516,9314.109478557339,1010048,,Santiago,Tradicional,27
2021-07-09,6301.753380717267,18072.7636061286,12110.766716948983,1010048,,Santiago,Tradicional,27
2021-07-10,2435.1043935609605,13555.322585769525,8014.872686284806,1010048,,Santiago,Tradicional,27
2021-07-05,3990.7248234594294,11749.957336326266,7780.220759343472,1010002,,Santiago,Tradicional,27
2021-07-06,8259.153491757483,15755.558822457655,12133.77544290225,1010002,,Santiago,Tradicional,27
2021-07-07,8286.049908329998,15834.12525094945,12117.118057956526,1010002,,Santiago,Tradicional,27
2021-07-08,10108.585898665415,17704.222192611905,13798.233142213881,1010002,,Santiago,Tradicional,27
2021-07-09,13692.028335973175,21923.004457957537,17942.978249441607,1010002,,Santiago,Tradicional,27
2021-07-10,9898.105508825056,17809.742790781438,13747.178261504676,1010002,,Santiago,Tradicional,27
2021-07-05,-685.6246053198964,1365.9184140556843,351.8972901458782,1020253,,Santiago,Grandes Clientes,27
2021-07-06,-396.10272624331725,1593.2412422325544,634.3066925834789,1020253,,Santiago,Grandes Clientes,27
2021-07-07,-272.58337999078657,1685.1684001724789,698.1904830383457,1020253,,Santiago,Grandes Clientes,27
2021-07-08,219.2085869963455,2191.7993923584986,1173.3692530008507,1020253,,Santiago,Grandes Clientes,27
2021-07-09,-221.66900964985325,1734.8853981713628,784.4922645705044,1020253,,Santiago,Grandes Clientes,27
2021-07-10,-146.56739452012118,1808.118138553901,825.622511364395,1020253,,Santiago,Grandes Clientes,27
2021-07-05,-416.99456933475517,463.15239610856173,37.024748215081395,1020042,,Santiago,Grandes Clientes,27
2021-07-06,-226.77507418420188,676.8769144729042,250.99091837140205,1020042,,Santiago,Grandes Clientes,27
2021-07-07,-211.93936208661262,663.4065194360412,204.3813357783773,1020042,,Santiago,Grandes Clientes,27
2021-07-08,-146.20557805208833,743.236277667558,306.6072792434671,1020042,,Santiago,Grandes Clientes,27
2021-07-09,-253.8014156155022,684.5674631915209,214.9939091940069,1020042,,Santiago,Grandes Clientes,27
2021-07-10,-160.101618958315,687.2856257931824,278.0203508518485,1020042,,Santiago,Grandes Clientes,27
2021-07-05,-823.5875193472651,1064.762382228244,93.85163024957711,1020027,,Santiago,Grandes Clientes,27
2021-07-06,-457.03743976333465,1346.3826264674335,440.46433383877695,1020027,,Santiago,Grandes Clientes,27
2021-07-07,-253.53826040454888,1528.55410704221,643.6983158035658,1020027,,Santiago,Grandes Clientes,27
2021-07-08,-306.7005246059939,1557.1455682088256,603.4295459100794,1020027,,Santiago,Grandes Clientes,27
2021-07-09,-231.17490642995708,1581.7099097093403,654.1884587407541,1020027,,Santiago,Grandes Clientes,27
2021-07-10,-478.1693888440947,1438.9538565302428,441.30928740239955,1020027,,Santiago,Grandes Clientes,27
2021-07-05,-1787.2996973591266,4778.800784031459,1554.9216988555384,1020013,,Santiago,Grandes Clientes,27
2021-07-06,-912.8841966309076,5600.163463752556,2488.386647613399,1020013,,Santiago,Grandes Clientes,27
2021-07-07,70.27552990372664,6723.003790272364,3411.1440585674936,1020013,,Santiago,Grandes Clientes,27
2021-07-08,318.3276638205887,7002.567836959545,3571.0057583830785,1020013,,Santiago,Grandes Clientes,27
2021-07-09,-255.73623199986966,6187.548660747388,2991.653406436733,1020013,,Santiago,Grandes Clientes,27
2021-07-10,-1152.4896697381894,5620.521904122016,2481.3752348517246,1020013,,Santiago,Grandes Clientes,27
2021-07-05,-758.7226068498342,2822.825796318575,983.2086545448099,1020010,,Santiago,Grandes Clientes,27
2021-07-06,-615.7890823460816,3128.7939521279854,1281.0491318873555,1020010,,Santiago,Grandes Clientes,27
2021-07-07,-265.3922488917095,3528.794745925503,1635.8703017808853,1020010,,Santiago,Grandes Clientes,27
2021-07-08,-537.861712423952,3058.5933245809942,1188.8447495377968,1020010,,Santiago,Grandes Clientes,27
2021-07-09,-444.9530399417838,3014.796538847218,1315.306552933529,1020010,,Santiago,Grandes Clientes,27
2021-07-10,-740.3963181799049,2768.5259248830207,1021.4270418357344,1020010,,Santiago,Grandes Clientes,27
2021-07-05,-1075.571176220369,727.240149743493,-142.8317767024984,1020003,,Santiago,Grandes Clientes,27
2021-07-06,-860.1394647770256,969.268145999176,47.2335665217807,1020003,,Santiago,Grandes Clientes,27
2021-07-07,-816.0339620925655,1037.8901376545118,65.0118215878057,1020003,,Santiago,Grandes Clientes,27
2021-07-08,-691.9077704856074,1170.9163441908536,214.5349265243947,1020003,,Santiago,Grandes Clientes,27
2021-07-09,-800.8431348150078,1050.481945071998,124.2768051090708,1020003,,Santiago,Grandes Clientes,27
2021-07-10,-956.3249282868164,835.381447974277,-50.829567622327545,1020003,,Santiago,Grandes Clientes,27
2021-07-05,-703.2652346993623,753.2951393295208,18.615189479175683,1020001,,Santiago,Grandes Clientes,27
2021-07-06,-533.9627546770345,851.3958738474001,145.1343461055721,1020001,,Santiago,Grandes Clientes,27
2021-07-07,-564.8365111611813,799.9648339498674,111.49819688332374,1020001,,Santiago,Grandes Clientes,27
2021-07-08,-552.7104495470691,856.8421869355452,132.28232555111862,1020001,,Santiago,Grandes Clientes,27
2021-07-09,-361.2294429223535,1068.6566272995676,376.29530092313155,1020001,,Santiago,Grandes Clientes,27
2021-07-10,-538.0703379892669,900.5677232272953,172.92746823965996,1020001,,Santiago,Grandes Clientes,27
2021-07-05,-3541.955924753899,4454.6332718083095,596.0061484787597,1010695,,Santiago,Grandes Clientes,27
2021-07-06,-2205.628906173286,5811.164974740656,1839.192139055051,1010695,,Santiago,Grandes Clientes,27
2021-07-07,-1386.4792529884662,6350.246329281588,2406.3205464316716,1010695,,Santiago,Grandes Clientes,27
2021-07-08,-1724.8025515121642,5751.638316551783,2049.5704121225863,1010695,,Santiago,Grandes Clientes,27
2021-07-09,-1505.575828055017,6452.095763156112,2389.6635137832836,1010695,,Santiago,Grandes Clientes,27
2021-07-10,-2677.158068596453,4971.478667077454,1230.3897479605464,1010695,,Santiago,Grandes Clientes,27
2021-07-05,-4416.182511646736,2048.831582806438,-1233.8549706829,1010267,,Santiago,Grandes Clientes,27
2021-07-06,-3314.4019106123756,3138.5360595097372,-126.89113234158171,1010267,,Santiago,Grandes Clientes,27
2021-07-07,-3233.084997836958,3023.8026000444065,-153.53156394383998,1010267,,Santiago,Grandes Clientes,27
2021-07-08,-3071.1876970579638,3353.6358625772227,43.73887274288981,1010267,,Santiago,Grandes Clientes,27
2021-07-09,-2714.8743576584525,3710.3441638991044,418.5785726952082,1010267,,Santiago,Grandes Clientes,27
2021-07-10,-3991.08369746596,2484.4270702753042,-852.5725821129463,1010267,,Santiago,Grandes Clientes,27
2021-07-05,-4628.187575041007,6743.435290472072,871.1247040116548,1010078,,Santiago,Grandes Clientes,27
2021-07-06,-1644.599569374476,9289.37090122098,4006.5933159054784,1010078,,Santiago,Grandes Clientes,27
2021-07-07,559.8435302330247,11495.349437097771,5863.720763811426,1010078,,Santiago,Grandes Clientes,27
2021-07-08,553.7779432946903,11446.838745852396,6074.753384977213,1010078,,Santiago,Grandes Clientes,27
2021-07-09,-1229.56039543544,10423.609583034724,4530.728918839644,1010078,,Santiago,Grandes Clientes,27
2021-07-10,-2923.9425160797996,8692.946771419161,2918.1036610045007,1010078,,Santiago,Grandes Clientes,27
2021-07-05,-5476.830331833542,5322.478884966059,-209.16263073933123,1010048,,Santiago,Grandes Clientes,27
2021-07-06,-3475.0021052876396,7310.130484059882,1941.9027910220566,1010048,,Santiago,Grandes Clientes,27
2021-07-07,-1895.36005153318,9088.277125779086,3364.6171075255525,1010048,,Santiago,Grandes Clientes,27
2021-07-08,-1875.2060376618972,9136.218308312056,3654.111593568784,1010048,,Santiago,Grandes Clientes,27
2021-07-09,-3028.1531204292223,7639.5586358403925,2402.2831065420955,1010048,,Santiago,Grandes Clientes,27
2021-07-10,-3551.334632388639,6947.11319108781,1623.7940972804395,1010048,,Santiago,Grandes Clientes,27
2021-07-05,538.4838851015559,5353.130641403448,3051.7484686490725,1010002,,Santiago,Grandes Clientes,27
2021-07-06,1925.3062332348748,6733.048464731371,4236.302771467245,1010002,,Santiago,Grandes Clientes,27
2021-07-07,3414.457979521383,8091.451774336648,5618.088404031011,1010002,,Santiago,Grandes Clientes,27
2021-07-08,3329.5411170249,8349.178744066861,5809.520699570012,1010002,,Santiago,Grandes Clientes,27
2021-07-09,3842.0873123903293,8772.200874663913,6354.022907873461,1010002,,Santiago,Grandes Clientes,27
2021-07-10,2295.0042405221657,7401.351534883409,4856.311154952666,1010002,,Santiago,Grandes Clientes,27
2021-07-05,70.40402721564205,990.8364677775847,535.7145451960363,1020253,,Santiago,Foodservice,27
2021-07-06,185.7734426877342,1042.0949192141961,609.720925506418,1020253,,Santiago,Foodservice,27
2021-07-07,153.59927746905657,1055.7821294871985,573.3504317382248,1020253,,Santiago,Foodservice,27
2021-07-08,88.58605923973047,1042.2284196680123,571.4890742243244,1020253,,Santiago,Foodservice,27
2021-07-09,106.86225356157951,1033.0290944851815,567.7134274875401,1020253,,Santiago,Foodservice,27
2021-07-10,12.76192994550562,907.0744062323647,450.9533436981287,1020253,,Santiago,Foodservice,27
2021-07-05,-141.06765827648556,269.71342638986414,53.07208878612784,1020027,,Santiago,Foodservice,27
2021-07-06,-180.92601751840047,236.16527658421487,19.180947037178832,1020027,,Santiago,Foodservice,27
2021-07-07,-184.3820870474303,239.58636824014803,23.139549553897144,1020027,,Santiago,Foodservice,27
2021-07-08,-124.55731097123507,302.71833340981317,72.00905415265285,1020027,,Santiago,Foodservice,27
2021-07-09,-158.11790053867355,286.7582702762704,61.68668266991803,1020027,,Santiago,Foodservice,27
2021-07-10,-218.03410528242247,198.653135707394,1.4713011615305547,1020027,,Santiago,Foodservice,27
2021-07-05,-120.00256785434487,253.40780617041764,65.52466824139717,1020013,,Santiago,Foodservice,27
2021-07-06,-157.29220953831398,232.70070612553036,35.72356511430458,1020013,,Santiago,Foodservice,27
2021-07-07,-120.93037445914342,256.53292661266823,69.29396058673845,1020013,,Santiago,Foodservice,27
2021-07-08,-170.06031795841517,209.41778410336715,16.249723516436077,1020013,,Santiago,Foodservice,27
2021-07-09,-97.54449339713788,274.5948217022693,92.51670943942756,1020013,,Santiago,Foodservice,27
2021-07-10,-164.8152858619809,226.23033604124166,30.703146424606672,1020013,,Santiago,Foodservice,27
2021-07-05,-189.16541360791084,2886.7050883423417,1327.0016818267743,1020010,,Santiago,Foodservice,27
2021-07-06,-250.15653604488708,2722.013996718009,1159.036727690476,1020010,,Santiago,Foodservice,27
2021-07-07,-128.10722385331354,2844.034700721739,1369.485307304607,1020010,,Santiago,Foodservice,27
2021-07-08,-127.68675508241972,2883.9661489709465,1280.4021995503624,1020010,,Santiago,Foodservice,27
2021-07-09,93.31358348044765,3119.7399383346105,1556.948076928079,1020010,,Santiago,Foodservice,27
2021-07-10,-784.7921258047377,2233.16616832695,786.1035892266145,1020010,,Santiago,Foodservice,27
2021-07-05,-56.59306647335082,345.70382822156904,146.8755640299658,1020003,,Santiago,Foodservice,27
2021-07-06,13.119160115922394,402.21295940672843,203.63361351567212,1020003,,Santiago,Foodservice,27
2021-07-07,169.72504856374167,570.3813762351801,359.36275995204187,1020003,,Santiago,Foodservice,27
2021-07-08,-11.909221371411213,374.2510842953729,182.7707226004116,1020003,,Santiago,Foodservice,27
2021-07-09,58.112371663224,446.81536201862417,242.6361525652035,1020003,,Santiago,Foodservice,27
2021-07-10,-68.8751235236077,340.6136632557658,134.34386385043393,1020003,,Santiago,Foodservice,27
2021-07-05,-108.15631830587454,145.1723414346971,11.59858642782162,1020001,,Santiago,Foodservice,27
2021-07-06,-162.71548260514342,74.10861637001642,-45.55777084377102,1020001,,Santiago,Foodservice,27
2021-07-07,-75.29540723908914,176.02981233009618,52.997088938298255,1020001,,Santiago,Foodservice,27
2021-07-08,-130.40120499263938,103.23681984356551,-12.775064384080181,1020001,,Santiago,Foodservice,27
2021-07-09,-104.89930084031782,141.7582615326253,23.125380753371328,1020001,,Santiago,Foodservice,27
2021-07-05,-3.397092224450446,499.36835380267996,250.28028572400325,1010695,,Santiago,Foodservice,27
2021-07-06,27.25617328056721,543.0910807673183,281.3448315328632,1010695,,Santiago,Foodservice,27
2021-07-07,180.4208288605174,695.7970626613727,418.95068785699266,1010695,,Santiago,Foodservice,27
2021-07-08,76.97807820401937,574.369591101409,321.92493782297316,1010695,,Santiago,Foodservice,27
2021-07-09,133.03825978294756,673.3882161182975,403.5028062251386,1010695,,Santiago,Foodservice,27
2021-07-10,64.23905942548897,588.5974708517075,318.9668305924744,1010695,,Santiago,Foodservice,27
2021-07-05,4420.45236156833,11178.531135292327,7696.231227927486,1010267,,Santiago,Foodservice,27
2021-07-06,5496.193643824206,12675.602955417602,9272.825182552355,1010267,,Santiago,Foodservice,27
2021-07-07,5161.581578878733,12117.318811206922,8643.342659141998,1010267,,Santiago,Foodservice,27
2021-07-08,4713.291593535433,11681.71085593338,8216.240438024875,1010267,,Santiago,Foodservice,27
2021-07-09,4770.377470183374,11721.08459478589,8203.330356161858,1010267,,Santiago,Foodservice,27
2021-07-10,1663.4460693064982,8355.693987840688,5048.133865476766,1010267,,Santiago,Foodservice,27
2021-07-05,652.113156131006,2788.535222337977,1726.4060240252024,1010078,,Santiago,Foodservice,27
2021-07-06,835.6825137205664,2935.799364405773,1852.9345675072195,1010078,,Santiago,Foodservice,27
2021-07-07,1574.0854181119607,3656.064898654452,2586.468096670856,1010078,,Santiago,Foodservice,27
2021-07-08,939.0168476199362,3065.0422354649245,2004.8223498038344,1010078,,Santiago,Foodservice,27
2021-07-09,951.9697189073889,3120.5451691308594,2025.0272463859992,1010078,,Santiago,Foodservice,27
2021-07-10,153.31336966211225,2279.837543091687,1237.535075985203,1010078,,Santiago,Foodservice,27
2021-07-05,-59.418444137547404,38.77179448471613,-11.790571922612928,1010077,,Santiago,Foodservice,27
2021-07-06,-43.212400820698974,58.34503155330939,6.616357813066222,1010077,,Santiago,Foodservice,27
2021-07-07,-48.88768851457844,52.05885415930996,1.7556145255183502,1010077,,Santiago,Foodservice,27
2021-07-08,-52.69915239002405,47.51402255622067,-6.609998698342105,1010077,,Santiago,Foodservice,27
2021-07-09,-48.93833333476198,50.062141410370025,0.04414270207845483,1010077,,Santiago,Foodservice,27
2021-07-05,593.8622104314136,3112.496131918149,1860.7332387911663,1010048,,Santiago,Foodservice,27
2021-07-06,530.3502978629011,3045.0343168158142,1776.5961740394018,1010048,,Santiago,Foodservice,27
2021-07-07,897.9395608544625,3426.0063944709673,2195.8427505613654,1010048,,Santiago,Foodservice,27
2021-07-08,514.8627481648615,3016.861517664098,1770.7334115323113,1010048,,Santiago,Foodservice,27
2021-07-09,762.2479669367247,3371.701040521662,2066.3174311292496,1010048,,Santiago,Foodservice,27
2021-07-10,-534.6296933105815,1932.4603651573846,672.2471441547606,1010048,,Santiago,Foodservice,27
2021-07-05,-823.4383821620302,1045.5332154464563,145.19306257425868,1010002,,Santiago,Foodservice,27
2021-07-06,-567.8583898537374,1289.9690010989107,350.2180075632372,1010002,,Santiago,Foodservice,27
2021-07-07,-451.6496361786243,1430.148620204093,481.0665389790949,1010002,,Santiago,Foodservice,27
2021-07-08,-474.3714277996173,1369.224238934738,480.97438980672393,1010002,,Santiago,Foodservice,27
2021-07-09,-544.3157150737685,1376.554545363855,447.06712169276756,1010002,,Santiago,Foodservice,27
2021-07-10,-702.7586653076908,1261.7937959470917,267.7275203167049,1010002,,Santiago,Foodservice,27
2021-07-05,1045.0912803096878,3509.4046229250134,2313.5739370438428,1020253,,Centro Norte,Tradicional,27
2021-07-06,1346.5033221699287,3695.9885593468593,2522.8063982527633,1020253,,Centro Norte,Tradicional,27
2021-07-07,1778.358947407588,4124.734927811097,2980.467033017167,1020253,,Centro Norte,Tradicional,27
2021-07-08,2183.0643301079504,4640.36180218649,3423.3961358780357,1020253,,Centro Norte,Tradicional,27
2021-07-09,2522.0343383765353,4830.67717088008,3637.496554617753,1020253,,Centro Norte,Tradicional,27
2021-07-10,1921.0429983572287,4167.274635013748,2954.935342783428,1020253,,Centro Norte,Tradicional,27
2021-07-05,-160.69891972708237,616.9073444225171,245.39905177307995,1020042,,Centro Norte,Tradicional,27
2021-07-06,47.60372079401688,815.0897302463064,432.3703377196003,1020042,,Centro Norte,Tradicional,27
2021-07-07,28.774748503461367,808.2510504422199,435.009276210986,1020042,,Centro Norte,Tradicional,27
2021-07-08,15.983625894960968,817.7837654244684,439.6769883675108,1020042,,Centro Norte,Tradicional,27
2021-07-09,34.330435087207555,841.1970885961443,454.4486483010535,1020042,,Centro Norte,Tradicional,27
2021-07-10,-76.14373787697457,721.9382759712071,314.0329981560225,1020042,,Centro Norte,Tradicional,27
2021-07-05,93.01700917264648,2781.82792619745,1463.1798848961225,1020027,,Centro Norte,Tradicional,27
2021-07-06,1197.585290090847,3828.698719060542,2531.7378345553743,1020027,,Centro Norte,Tradicional,27
2021-07-07,1491.0891608350887,4058.35589299187,2718.02517190842,1020027,,Centro Norte,Tradicional,27
2021-07-08,2308.8163302041676,4894.772763895431,3572.387225854611,1020027,,Centro Norte,Tradicional,27
2021-07-09,1765.690315695651,4552.124903051546,3165.940736760786,1020027,,Centro Norte,Tradicional,27
2021-07-10,559.3175825200046,3216.3426286448966,1879.332458146073,1020027,,Centro Norte,Tradicional,27
2021-07-05,576.7274929538794,6500.796202317217,3623.786723518362,1020013,,Centro Norte,Tradicional,27
2021-07-06,2736.3118504712465,8839.39313989913,5708.46740382367,1020013,,Centro Norte,Tradicional,27
2021-07-07,3977.558884971425,10206.248151740296,7013.185706828036,1020013,,Centro Norte,Tradicional,27
2021-07-08,3997.692477897619,9910.124605213283,6866.455717346953,1020013,,Centro Norte,Tradicional,27
2021-07-09,4423.373508130507,10888.29162716352,7810.636055136265,1020013,,Centro Norte,Tradicional,27
2021-07-10,667.0116196734169,6844.232354561146,3859.3319888839515,1020013,,Centro Norte,Tradicional,27
2021-07-05,2010.0097649045847,5353.555581433407,3732.299178460413,1020010,,Centro Norte,Tradicional,27
2021-07-06,2949.94792996487,6381.606880931541,4727.774858332851,1020010,,Centro Norte,Tradicional,27
2021-07-07,3507.325944172736,6908.7762384309535,5177.394961083799,1020010,,Centro Norte,Tradicional,27
2021-07-08,3522.9544707014516,6710.509597343316,5073.637733906471,1020010,,Centro Norte,Tradicional,27
2021-07-09,3813.09701816949,7114.483512185396,5398.791425295843,1020010,,Centro Norte,Tradicional,27
2021-07-10,2474.124157041324,5839.299606960406,4079.962436903096,1020010,,Centro Norte,Tradicional,27
2021-07-05,-570.2843752131436,1685.1738329281466,583.2506401550132,1020003,,Centro Norte,Tradicional,27
2021-07-06,-162.2505311224274,2101.607706400676,1011.4450369154706,1020003,,Centro Norte,Tradicional,27
2021-07-07,-70.49758764365167,2206.8670588362775,1122.7441133033396,1020003,,Centro Norte,Tradicional,27
2021-07-08,539.196057162442,2757.3154655032336,1676.492489699935,1020003,,Centro Norte,Tradicional,27
2021-07-09,343.0659103409144,2657.678962458306,1469.4598243130804,1020003,,Centro Norte,Tradicional,27
2021-07-10,-99.66072993381569,2143.5028090352666,1019.2906185852825,1020003,,Centro Norte,Tradicional,27
2021-07-05,375.53218584077797,2708.4084571852345,1522.5067604234669,1020001,,Centro Norte,Tradicional,27
2021-07-06,1089.2874704829592,3421.857154853157,2228.51462300369,1020001,,Centro Norte,Tradicional,27
2021-07-07,1193.460358871424,3543.4636110998126,2342.8564768727706,1020001,,Centro Norte,Tradicional,27
2021-07-08,1640.9152436066129,4085.3658549445754,2837.096543210795,1020001,,Centro Norte,Tradicional,27
2021-07-09,1850.0013003858576,4286.193044066222,3052.12478421487,1020001,,Centro Norte,Tradicional,27
2021-07-10,881.3756645132418,3259.085856283051,2088.3103568402585,1020001,,Centro Norte,Tradicional,27
2021-07-05,-917.6675204116565,1900.8768542930459,392.6855993992101,1010695,,Centro Norte,Tradicional,27
2021-07-06,-42.37141335649384,2814.8632922136826,1372.3612299505799,1010695,,Centro Norte,Tradicional,27
2021-07-07,-133.1228797919765,2732.4358806281343,1317.6317927109808,1010695,,Centro Norte,Tradicional,27
2021-07-08,178.4152748015304,3112.690842284058,1658.5611422238926,1010695,,Centro Norte,Tradicional,27
2021-07-09,117.97651141380979,3101.950100659967,1582.4589203339046,1010695,,Centro Norte,Tradicional,27
2021-07-10,-306.5042546419648,2507.256845792795,1145.480110238237,1010695,,Centro Norte,Tradicional,27
2021-07-05,-526.7309339724771,3081.8500228270805,1275.7877320962205,1010267,,Centro Norte,Tradicional,27
