Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Oficina de Ventas Unifica,Zona de ventas.1
2021-06-16,811.9852905839394,4471.369285360095,2594.440313992114,1020001,,Santiago
2021-06-17,935.6117595673799,4404.568198243865,2650.8519317107225,1020001,,Santiago
2021-06-11,-249.59039743008478,12014.370406342472,5831.541058198072,1010695,,Santiago
2021-06-12,-1082.7556060878262,11121.268046484829,4912.252300101691,1010695,,Santiago
2021-06-13,-3117.1033345238484,9028.307427774724,2663.2713003562694,1010695,,Santiago
2021-06-14,-2632.855933559594,9049.848152496612,2957.8272764057924,1010695,,Santiago
2021-06-15,-210.16788216479245,11067.496908793286,5469.052923777839,1010695,,Santiago
2021-06-16,1142.8207719400943,13597.858414359942,7223.479744845217,1010695,,Santiago
2021-06-17,1016.2544204467567,12930.744723783437,6767.3992660481335,1010695,,Santiago
2021-06-11,5627.93022626542,23624.890231579095,14851.314372559451,1010267,,Santiago
2021-06-12,-1849.6984416992275,17262.866248833914,8124.465434770448,1010267,,Santiago
2021-06-13,-14399.634309805459,3597.1503604472337,-4979.347426397906,1010267,,Santiago
2021-06-14,-1276.8687740601804,16824.77365135818,7533.559150878682,1010267,,Santiago
2021-06-15,4359.239071055748,22581.199312480596,13821.227783431774,1010267,,Santiago
2021-06-16,4687.019704282818,22169.825662687006,13749.15228208092,1010267,,Santiago
2021-06-17,4793.351259267322,22994.52657178505,13847.610386170418,1010267,,Santiago
2021-06-11,25772.567459770096,52174.78752154545,39001.98830963688,1010078,,Santiago
2021-06-12,13335.38646889297,40793.02181411103,27414.010818520386,1010078,,Santiago
2021-06-13,-9957.352716939877,16830.584433135547,3850.06255567896,1010078,,Santiago
2021-06-14,2984.5259314943237,30139.810987930807,16616.26686371782,1010078,,Santiago
2021-06-15,17455.859702604972,43286.515709710206,30468.20331031944,1010078,,Santiago
2021-06-16,22076.337861909735,46837.46547160248,34604.249866300204,1010078,,Santiago
2021-06-17,23795.080889711706,50341.82980955649,37401.43675177108,1010078,,Santiago
2021-06-11,-28.191006527479402,2547.523415025268,1275.3929257268037,1010077,,Santiago
2021-06-12,-253.773189335894,2289.685924128836,1057.3423202454435,1010077,,Santiago
2021-06-13,-1930.9555748982784,360.51554999281603,-717.9807198424232,1010077,,Santiago
2021-06-14,-1024.9849173740247,1637.771231349987,298.46879089750223,1010077,,Santiago
2021-06-15,-782.9065874107946,1735.319626260709,445.5763906784297,1010077,,Santiago
2021-06-16,-486.01001420003416,1932.5996088688232,750.4643419917527,1010077,,Santiago
2021-06-17,-375.4501576234466,2245.633776790754,965.8190417410567,1010077,,Santiago
2021-06-11,1222.1411204453548,20727.244874553864,11101.159164110613,1010048,,Santiago
2021-06-12,-4825.958294823051,14527.844861025067,4920.251165728852,1010048,,Santiago
2021-06-13,-21310.657869613307,-1849.8976994052548,-11548.392560122773,1010048,,Santiago
2021-06-14,-10866.127798432628,7939.978310028593,-1035.7090891196822,1010048,,Santiago
2021-06-15,-3320.768303303557,15457.8748495963,6191.036096028449,1010048,,Santiago
2021-06-16,-435.7348528398229,19129.422032975875,8664.925895144639,1010048,,Santiago
2021-06-17,0.16236673592762063,19458.090028817,9707.831979240656,1010048,,Santiago
2021-06-11,11381.095949361195,22627.252971054677,17056.790753461624,1010002,,Santiago
2021-06-12,5750.746745328959,16769.99827756372,11211.420015651314,1010002,,Santiago
2021-06-13,-11345.829146003767,-7.803184137890744,-5478.390926462669,1010002,,Santiago
2021-06-14,-1732.514190625728,9347.699392921915,3808.0087762901567,1010002,,Santiago
2021-06-15,4656.24765143032,15248.6191369051,9794.847323166312,1010002,,Santiago
2021-06-16,5762.802330133207,17503.26212879224,11500.017090586703,1010002,,Santiago
2021-06-17,7987.756720952209,18942.632440314188,13633.942743318697,1010002,,Santiago
2021-06-11,2313.0378514774443,4905.186876815588,3671.776117558629,1020253,,Centro Norte
2021-06-12,1394.877640722961,4127.057215252106,2813.500987191874,1020253,,Centro Norte
2021-06-13,-279.4140176119387,2272.0434940873865,1066.809022826662,1020253,,Centro Norte
2021-06-14,847.633785125028,3417.511392969814,2146.2912327150666,1020253,,Centro Norte
