Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Sector,Tipo de cliente
2021-06-14,-2097.7073097578295,16155.646851947258,7281.83045018157,1010695,Pollo,Grandes Clientes
2021-06-15,1483.713069912882,20351.58779656255,11708.931009166437,1010695,Pollo,Grandes Clientes
2021-06-16,4795.136423193146,24195.601831218042,14275.134656264723,1010695,Pollo,Grandes Clientes
2021-06-17,4099.609675268939,22618.7767094608,13867.257243249614,1010695,Pollo,Grandes Clientes
2021-06-11,29537.954427514567,59481.30868001157,44743.92271400595,1010267,Pollo,Grandes Clientes
2021-06-12,11893.20256528131,42590.73237250513,26588.402968891904,1010267,Pollo,Grandes Clientes
2021-06-13,-18921.69831745697,11212.416822621948,-4040.38890399049,1010267,Pollo,Grandes Clientes
2021-06-14,14950.947814453097,44780.5570909396,29217.475958847837,1010267,Pollo,Grandes Clientes
2021-06-15,32401.212467434405,62197.75308010902,47547.885072044235,1010267,Pollo,Grandes Clientes
2021-06-16,28143.9517187105,59122.21106186548,43656.91364286035,1010267,Pollo,Grandes Clientes
2021-06-17,28104.90637990077,57167.75296996305,43144.29689849984,1010267,Pollo,Grandes Clientes
2021-06-11,131840.779754339,199555.74056514696,166036.47692013788,1010078,Pollo,Grandes Clientes
2021-06-12,78836.37904247636,152602.8327183779,115539.26212010773,1010078,Pollo,Grandes Clientes
2021-06-13,-20552.66321583689,46050.57481750816,14264.681740697517,1010078,Pollo,Grandes Clientes
2021-06-14,50455.69347493251,123702.02778163209,87064.9527812688,1010078,Pollo,Grandes Clientes
2021-06-15,92121.58885351395,158513.91031584292,123637.23369523819,1010078,Pollo,Grandes Clientes
2021-06-16,100637.28148556213,167833.947523963,133410.92711297958,1010078,Pollo,Grandes Clientes
2021-06-17,109047.8139540506,183163.72705567488,145240.17354939977,1010078,Pollo,Grandes Clientes
2021-06-11,4097.2550572177515,9817.961058402316,6912.978534549762,1010077,Pollo,Grandes Clientes
2021-06-12,2046.8861350493594,8016.519072400187,4911.143809965499,1010077,Pollo,Grandes Clientes
