Cliente - Local.1;Oficina de Ventas Unifica;Subtipo de cliente;Cluster BW;Frecuencia mes promedio;Delta dia promedio;Skew Delta dia;Kilos Venta promedio;Covarianza del lote;"Precio Pond CLP 
 Tipo de Semana 4";"Kilos Venta KG promedio 
 Tipo de Semana 4";"Precio Pond CLP 
 Tipo de Semana 3";"Kilos Venta KG promedio 
 Tipo de Semana 3";"Precio Pond CLP 
 Tipo de Semana 2";"Kilos Venta KG promedio 
 Tipo de Semana 2";"Precio Pond CLP 
 Tipo de Semana 1";"Kilos Venta KG promedio 
 Tipo de Semana 1";"Precio Pond CLP 
 Tipo de Semana 0";"Kilos Venta KG promedio 
 Tipo de Semana 0";Tipo de Semana 4;Tipo de Semana 3;Tipo de Semana 2;Tipo de Semana 1;Tipo de Semana 0;identified_clusters
3200163227;Lo Espejo;Espec. en Crudos;Clásico;0.3;21.0;0.0;36.66666666666666;0.6928203230275509;1327.2437733984566;44.0;1327.2437733984566;44.0;1353.4347671303958;22.0;1301.0527796665174;66.0;1327.2437733984566;44.0;1.5;1.5;1.0;2.0;1.5;1
3200070261;Lo Espejo;Espec. en Crudos;Clásico;0.38461538461538464;69.25;0.806580477129384;88.0;0.7288689868556625;1374.9447330698056;102.66666666666667;1467.679985745836;99.0;1333.4347671303958;176.0;1323.7194463331846;33.0;1374.9447330698056;102.66666666666667;1.3333333333333333;1.0;1.0;2.0;1.3333333333333333;1
3200163850;Lo Espejo;Espec. en Crudos;Clásico;0.8;4.714285714285714;0.4764258111417776;24.75;0.31426968052735443;1354.8291822656377;25.666666666666668;1354.8291822656377;25.666666666666668;1433.4347671303958;33.0;1341.0527796665174;22.0;1290.0;22.0;2.3333333333333335;2.3333333333333335;2.0;2.0;3.0;0
60190;Lo Espejo;Espec. en Crudos;Clásico;0.84;31.0;3.7234116941211206;905.5;0.7681146474482862;1067.1314271506342;771.7777777777778;1205.359971491672;1100.0;1067.1314271506342;771.7777777777778;996.0343099602304;664.3333333333334;1000.0;551.0;1.111111111111111;0.0;1.111111111111111;1.3333333333333333;2.0;2
3200143011;Sucursal Miraflores;Espec. en Crudos;Clásico;6.241379310344827;4.783333333333333;3.2083788081695674;1189.2375690607735;0.5808838663104771;1160.511506932284;1162.8982741222944;1302.4216881664715;1154.076923076923;1257.6245172403844;1103.8936170212767;1112.6739669120425;1211.3857142857146;969.3258554102373;1182.2368421052631;1.9163066217097575;1.3846153846153846;1.8723404255319152;2.1714285714285717;2.236842105263158;2
3200113592;Lo Espejo;Espec. en Crudos;Clásico;0.92;24.91111111111111;2.130398020940809;956.8260869565216;0.2846948755737469;1215.9220681061788;761.3607142857143;1355.359971491672;663.0;1296.4599129172434;837.1428571428571;1146.47017431119;773.8;1065.3982137046091;771.5;2.35;2.0;2.0;2.4;3.0;2
3200124524;Sucursal Miraflores;Espec. en Crudos;Clásico;3.391304347826087;8.766233766233766;8.468198838429853;38.67948717948718;0.4430501604626944;1578.0;55.0;1485.868559210717;47.384615384615394;1461.7264732561935;40.75;1335.2664496349719;38.153846153846146;1259.7448296156606;28.470588235294123;2.5;1.3846153846153846;2.1;1.9230769230769231;3.0588235294117645;4
3200155784;Sucursal Miraflores;Espec. en Crudos;Clásico;5.470588235294118;5.217391304347826;2.2445730194152342;31.010752688172044;0.5269933072584146;1565.42317409236;73.66666666666667;1530.0609381267886;33.0;1464.3918341393255;30.5;1378.81479661579;28.914285714285718;1245.0;26.4;1.6666666666666667;1.7142857142857142;2.0769230769230766;2.4571428571428573;2.6666666666666665;4
3200144587;Lo Espejo;Espec. en Crudos;Clásico;5.052631578947368;5.778947368421052;4.914984872213601;53.26041666666666;0.7530559995148394;1731.8022814181302;176.8;1501.408552656693;54.230769230769226;1433.1581769800955;46.79166666666666;1297.6511022622192;47.75;1210.6451612903227;37.888888888888886;2.4;1.4615384615384617;1.625;1.5;2.3888888888888893;4
3200142299;Sucursal Miraflores;Espec. en Crudos;Clásico;4.7;6.2;3.228258659952336;104.91489361702128;0.6393009210559658;1350.0;132.0;1455.7692425578796;146.88888888888889;1394.2171858383665;110.1875;1283.8526345169944;109.4375;1171.079572695859;89.86842105263158;0.0;1.2222222222222223;1.6875;1.9583333333333333;2.236842105263158;4
3200160808;Sucursal Miraflores;Espec. en Crudos;Clásico;1.5833333333333333;13.833333333333336;1.2339595502549945;176.4736842105263;0.6758313429791268;1296.4759956147118;170.76666666666665;1498.6145651850884;128.4;1348.9797908270782;246.16666666666663;1272.1956368093747;115.5;1066.1139896373056;193.0;1.6833333333333333;1.4;1.8333333333333333;2.0;1.5;4
3200157609;Lo Espejo;Espec. en Crudos;Clásico;4.285714285714286;6.517241379310344;2.328109609449605;1621.8;0.5717658842918262;1350.0;2221.0;1379.0549840699618;1379.75;1321.5993300232112;1402.833333333333;1148.4296953095593;1386.7272727272727;1299.7710023506831;1597.5776515151515;2.0;2.5;2.5;2.727272727272727;2.4318181818181817;2
3200145608;Sucursal Miraflores;Espec. en Crudos;Clásico;3.7692307692307687;7.845360824742267;8.9059602199237;60.265306122448976;0.3861637969273125;1655.226013633122;80.66666666666667;1531.4179614445984;70.46666666666667;1429.8422706722665;60.70833333333334;1323.0188321363134;56.175;1131.4529237385598;56.4375;2.6666666666666665;1.7333333333333334;1.9166666666666667;2.0;1.5625;4
3200162711;Sucursal Miraflores;Espec. en Crudos;Clásico;0.7777777777777778;30.83333333333333;1.069541017328573;1102.4285714285713;0.0014679837128388773;1190.5418831356874;1102.25;1327.6799857458361;1102.0;1333.4347671303958;1102.0;1101.0527796665176;1102.0;1000.0;1103.0;2.5;2.0;3.0;2.0;3.0;2
3200130223;Lo Espejo;Espec. en Crudos;Clásico;5.235294117647058;5.454545454545454;2.648870778612064;124.07865168539324;0.5357137537793412;1582.1857687455426;88.0;1467.2208807232212;167.16666666666666;1405.643980877058;140.76190476190476;1293.8541841376898;108.46153846153848;1228.0835820895522;111.66666666666669;2.0;1.9166666666666667;1.8571428571428568;1.8974358974358971;2.6666666666666665;4
3200136515;Sucursal Miraflores;Espec. en Crudos;Clásico;3.0;9.313953488372093;4.3085116903108025;44.01149425287356;0.3887026861534672;1549.3715374910853;44.0;1629.1417961526556;40.333333333333336;1492.6416885250799;42.89473684210526;1403.4597790189648;39.44827586206897;1217.7756679022991;41.25;1.5;2.833333333333333;2.1052631578947367;2.689655172413793;2.125;4
3200145609;Lo Espejo;Espec. en Crudos;Clásico;4.16;6.932038834951456;2.7068782701240166;27.06730769230769;0.4121501101782184;1596.826390383244;47.66666666666666;1529.6999866367214;27.07692307692308;1463.3631860355733;25.63333333333333;1354.7003640433431;27.35135135135135;1233.838334019796;22.0;2.1666666666666665;1.9230769230769231;2.0;2.216216216216216;2.333333333333333;4
3200131891;Sucursal Miraflores;Espec. en Crudos;Clásico;3.35;8.887218045112784;3.1713149237615252;49.26119402985075;0.34750090945757595;1427.0127347192504;49.5;1516.6284651525918;46.09090909090909;1450.2461319384067;51.07142857142857;1321.7418743144306;44.60526315789475;1218.3480007060755;42.77777777777778;0.75;1.6363636363636365;1.9285714285714288;1.7894736842105263;2.1666666666666665;4
3200145969;Lo Espejo;Espec. en Crudos;Clásico;0.08;35.0;0.0;44.0;0.7071067811865475;1312.1055593330352;44.0;1312.1055593330352;44.0;1312.1055593330352;44.0;1312.1055593330352;44.0;1312.1055593330352;44.0;1.0;1.0;1.0;1.0;1.0;1
741;Sucursal Miraflores;Espec. en Crudos;Clásico;4.125;7.2335025380710665;2.6497077547177015;178.58585858585857;0.4613028956022685;1463.7391304347825;287.5;1462.9876467248666;155.5;1389.5630360180448;133.63636363636363;1261.723529528921;152.48648648648648;1172.4476208788165;162.0;1.75;1.6111111111111112;1.7272727272727273;1.7567567567567568;2.3043478260869565;4
3200065999;Lo Espejo;Espec. en Crudos;Clásico;2.26;13.348214285714285;5.057194334990599;22.24778761061947;0.14309153444465875;1850.0;22.0;1472.7999762430593;22.0;1458.8620689320062;21.33333333333333;1340.5981702268302;23.25;1220.7670122759134;21.88888888888889;4.0;1.0;1.9333333333333331;2.0;2.1111111111111107;4
33267;Sucursal Miraflores;Espec. en Crudos;Clásico;4.7;6.3931623931623935;6.7147747382548735;112.90212765957449;0.4847047859752612;1612.6506024096384;249.0;1452.4455061819986;136.3125;1420.5085275428946;123.89795918367346;1300.43051389534;118.86363636363636;1175.1440007952372;101.02777777777777;3.0;1.4375;1.959183673469388;2.212121212121212;2.333333333333333;4
3200130815;Lo Espejo;Espec. en Crudos;Clásico;4.052631578947368;7.36842105263158;7.708356414805938;23.42857142857143;0.23290347287612675;1547.5;22.0;1595.4258672602969;24.93333333333333;1457.0623657012836;23.0;1356.293983055432;22.956521739130434;1194.3847322531815;23.69230769230769;1.75;2.2;1.9090909090909087;2.0434782608695654;1.7692307692307692;4
3200141884;Lo Espejo;Espec. en Crudos;Clásico;0.3157894736842105;103.6;-0.05594847890618064;36.66666666666666;0.4898979485566357;1296.9817398676753;36.666666666666664;1296.9817398676753;36.666666666666664;1300.673894985462;44.0;1293.2895847498885;29.33333333333333;1296.9817398676753;36.666666666666664;1.0;1.0;0.3333333333333333;1.6666666666666667;1.0;3
3200073966;Lo Espejo;Espec. en Crudos;Clásico;0.74;29.08333333333333;3.6524928289506584;68.37837837837836;0.5714520504073145;1344.9430019685701;70.51752136752137;1491.0742572059576;77.0;1401.0630826478885;75.77777777777777;1319.1055593330354;67.69230769230771;1168.529108687398;61.6;1.6275641025641026;1.5;1.3333333333333333;2.0769230769230766;1.6;4
14410;Lo Espejo;Espec. en Crudos;Clásico;3.68;5.808743169398907;1.570698833323419;59.53260869565217;0.39570534510862493;1399.0259845881292;65.2296918767507;1573.5417896734907;80.66666666666667;1469.8482576650467;60.82352941176471;1345.0041100576734;66.0;1207.7097809563056;53.42857142857143;2.2724698575082205;2.5;2.0588235294117645;2.1739130434782608;2.357142857142857;4
40356;Lo Espejo;Espec. en Crudos;Clásico;0.44;68.95238095238095;1.340829953767044;92.3181818181818;1.485040160769788;1390.0;666.0;1390.0;242.0;1466.8086739825544;73.33333333333333;1281.2710535712338;57.4;1171.386251544541;44.0;1.0;1.0;2.6666666666666665;1.2;2.0;4
3200010528;Lo Espejo;Espec. en Crudos;Clásico;2.3125;12.904109589041095;5.780456021410508;98.81081081081079;0.3782301610893273;1816.541353383459;66.5;1462.440505071213;108.2;1435.9644274822795;93.04347826086956;1302.2714765293867;99.10344827586206;1157.9718864180854;95.88888888888887;4.0;1.4;1.8695652173913044;2.103448275862069;1.6666666666666667;4
13641;Lo Espejo;Espec. en Crudos;Clásico;1.4285714285714286;20.69230769230769;2.673044442823137;69.55;0.38601147259372703;1590.0;111.0;1552.522339525493;53.42857142857143;1484.550096163236;63.66666666666666;1289.7728429227584;73.25;1110.9703760811788;73.33333333333333;2.0;2.0;2.2222222222222223;2.0625;1.0;4
38506;Lo Espejo;Espec. en Crudos;Clásico;3.2448979591836733;9.126582278481012;6.146465327650248;89.33333333333331;0.4346056492699771;1546.842105263158;104.5;1462.682679863995;90.57692307692308;1406.6625452984147;95.1219512195122;1276.6652796279268;98.35135135135135;1127.7675448872335;92.7391304347826;1.75;1.1538461538461535;1.7073170731707317;1.5135135135135136;1.3478260869565215;4
3200087072;Lo Espejo;Espec. en Crudos;Clásico;1.0666666666666669;28.40425531914893;6.091300981006109;198.60416666666663;0.639607350869001;1248.9153714921779;224.26325757575756;1343.410939825506;198.0;1382.173659982134;209.63636363636363;1198.7849139769894;246.16666666666663;1071.291972184082;243.25;1.3607954545454546;0.875;1.818181818181818;1.25;1.5;4
3200074624;Lo Espejo;Espec. en Crudos;Clásico;3.0222222222222217;9.911111111111113;3.2616832220652716;51.54411764705882;0.6274737354456946;1638.4099358978315;66.5;1466.7527080433483;60.45454545454545;1427.857173976442;57.21875;1304.8312706712245;55.37837837837838;1184.194844329203;38.26086956521739;2.5;1.2727272727272727;1.875;1.7297297297297298;1.826086956521739;4
3200044805;Lo Espejo;Espec. en Crudos;Clásico;0.21428571428571427;98.0;0.5322580006040178;25.66666666666667;0.3499271061118825;1294.5479871910566;22.0;1294.5479871910566;22.0;1350.152150695594;22.0;1352.1055593330352;22.0;1181.386251544541;22.0;1.5;1.5;1.0;2.0;1.5;1
3200099159;Sucursal Miraflores;Espec. en Crudos;Clásico;0.3555555555555556;87.2;0.5571128845281699;137.8125;0.6752080800726716;1250.4215606502637;158.7222222222222;1250.4215606502637;158.7222222222222;1316.4083251008215;161.66666666666666;1297.9338802225216;182.25;1136.9224766274476;132.25;1.5833333333333333;1.5833333333333333;1.0;1.5;2.25;1
3200142675;Lo Espejo;Espec. en Crudos;Clásico;0.8;17.304347826086953;0.9519089869551768;57.75;0.4175013821786327;1303.2152941924749;48.675;1305.359971491672;33.0;1436.100303491561;57.2;1293.014650242126;60.5;1178.386251544541;44.0;1.125;0.0;1.4;1.5;1.6;1
3200163285;Sucursal Miraflores;Espec. en Crudos;Clásico;0.4;46.66666666666666;0.707106781186548;170.5;0.4755557932794834;1341.0255411506134;187.0;1477.679985745836;176.0;1333.4347671303958;264.0;1211.9618705756086;121.0;1341.0255411506134;187.0;1.3333333333333333;2.0;1.0;1.0;1.3333333333333333;1
34381;Sucursal Miraflores;Espec. en Crudos;Clásico;1.9166666666666667;14.813186813186816;3.4004703998695653;54.56521739130435;0.5103295638982633;1332.2206453557671;55.92159090909091;1491.0133190791696;52.8;1387.8378592533766;57.13636363636363;1294.0002813663834;55.0;1156.0311217241385;58.75;1.4571969696969695;1.2;1.5454545454545454;1.5;1.5833333333333333;1
81411;Sucursal Miraflores;Espec. en Crudos;Clásico;5.040816326530612;5.894308943089431;9.022690916177966;32.068825910931174;0.4579736574500183;1598.3114612473255;55.0;1558.2059943530505;32.95;1479.3654683314694;35.368421052631575;1374.4630721493875;33.64705882352941;1287.1746057509074;26.125;2.5;2.1;2.3157894736842106;2.4901960784313726;3.25;4
28785;Sucursal Miraflores;Espec. en Crudos;Clásico;6.92;4.330434782608696;7.544360670912697;52.138728323699425;0.4245250864299874;1708.604437496571;57.2;1571.9959805193093;57.39130434782609;1462.1427791798487;55.47826086956522;1365.3587495203292;52.30357142857143;1223.4695523174535;56.806451612903224;3.2;1.8695652173913044;2.1956521739130435;2.446428571428572;2.3548387096774195;4
3200139836;Sucursal Miraflores;Espec. en Crudos;Clásico;0.6206896551724138;45.17647058823529;2.3478186158040137;187.11111111111111;1.3222235490310779;1266.6666310884932;109.67857142857143;1376.080692212393;55.5;1238.3405342236947;194.5;1260.5786312512182;122.71428571428572;1191.6666666666667;66.0;1.2976190476190474;0.5;0.8333333333333334;1.8571428571428568;2.0;3
3200144214;Sucursal Miraflores;Espec. en Crudos;Clásico;2.185185185185185;13.534482758620689;2.319179695358254;27.22033898305085;0.3467842970086942;1590.0;22.0;1531.9066476611151;22.0;1444.4141672768371;29.857142857142854;1320.62717613026;28.11111111111111;1220.4124383494975;24.444444444444446;2.0;1.6666666666666667;1.8571428571428568;1.6666666666666667;2.1111111111111107;4
77586;Lo Espejo;Espec. en Crudos;Clásico;0.14;220.0;1.1297946508475991;82.14285714285714;0.599430942074498;1241.4581841488769;118.16666666666667;1241.4581841488769;118.16666666666667;1333.4347671303958;133.0;1240.939785316235;88.5;1150.0;133.0;1.3333333333333333;1.3333333333333333;1.0;1.0;2.0;3
8154;Lo Espejo;Espec. en Crudos;Clásico;2.18;13.842592592592592;3.9436814754687117;38.889908256880744;0.4916109053135342;1314.7630352685621;44.08946078431372;1455.7155428851875;49.5;1386.481973453133;47.941176470588225;1288.300124118112;51.41666666666666;1128.5545006178165;27.5;1.1507352941176472;1.0;1.3529411764705883;1.5;0.75;1
38004;Sucursal Miraflores;Espec. en Crudos;Clásico;8.54;3.516431924882629;4.887989214244297;165.5245901639344;0.4283446932631674;1576.5765145091054;257.875;1492.8266325574566;159.64285714285714;1393.5903212727594;184.34545454545452;1265.1348565242533;178.65671641791042;1148.1500900354085;194.57142857142856;2.25;1.9642857142857144;1.9090909090909087;2.0597014925373136;2.1714285714285717;4
18743;Lo Espejo;Espec. en Crudos;Clásico;0.2380952380952381;108.11111111111113;2.46414588863289;22.1;0.0143089486885447;1412.2437733984566;22.5;1412.2437733984566;22.5;1473.4347671303958;22.0;1351.0527796665174;23.0;1412.2437733984566;22.5;2.0;2.0;2.0;2.0;2.0;0
70986;Lo Espejo;Espec. en Crudos;Clásico;0.6170212765957447;30.32142857142857;2.123741740984374;27.20689655172414;0.41553554811556415;1308.4537817127894;22.0;1308.4537817127894;22.0;1436.8695342607919;22.0;1267.1055593330352;22.0;1221.386251544541;22.0;1.7222222222222223;1.7222222222222223;1.6666666666666667;1.5;2.0;1
3200124885;Lo Espejo;Espec. en Crudos;Clásico;1.8;11.375;1.1746981851839329;100.33333333333331;0.16186427012204366;1490.0;88.0;1415.3777698587978;99.0;1446.0639975840716;99.0;1336.470677355868;110.5;1421.9781111996845;99.125;1.0;0.5;2.0;2.5;1.5;1
28979;Lo Espejo;Espec. en Crudos;Clásico;0.8571428571428571;35.24390243902439;1.6642677379088746;29.785714285714285;0.4236032027599703;1825.0;44.0;1628.1414834451864;34.6;1495.6397338633096;25.66666666666667;1366.3475016998655;27.5;1169.4512506619462;30.8;4.0;2.4;2.333333333333333;2.25;1.8;0
3200172200;Lo Espejo;Espec. en Crudos;Clásico;0.5;59.0;0.0;22.0;0.0;1496.717383565198;22.0;1550.0;22.0;1443.4347671303958;22.0;1496.717383565198;22.0;1496.717383565198;22.0;2.0;2.0;2.0;2.0;2.0;0
3200078013;Lo Espejo;Espec. en Crudos;Clásico;0.3157894736842105;97.4;0.9009338459070562;84.5;0.9270661787976372;1375.0;221.0;1411.4947093035676;90.08333333333333;1406.9260575477524;73.33333333333333;1551.0527796665176;22.0;1313.0;44.0;0.0;2.5;2.0;4.0;4.0;0
2715;Lo Espejo;Espec. en Crudos;Clásico;3.6938775510204085;6.711111111111111;10.272897569840923;219.59668508287294;0.5698865385587808;1301.07124509754;165.14436026936028;1460.359971491672;88.0;1354.5734449631225;166.44444444444446;1253.074817922547;204.8148148148148;1136.2767460128184;201.3181818181818;1.8114478114478114;1.6666666666666667;1.3888888888888888;1.9629629629629632;2.227272727272727;4
2349;Sucursal Miraflores;Espec. en Crudos;Clásico;5.1;5.901574803149607;4.3236817281640825;24.988235294117647;0.3295923672334519;1651.856053527749;44.25;1512.8792569473644;26.23809523809524;1479.780657148597;26.18918918918919;1381.7905797270553;23.0;1228.9164986917626;23.580645161290327;2.75;1.7142857142857142;2.108108108108108;2.42;2.2580645161290325;4
3200106479;Lo Espejo;Espec. en Crudos;Clásico;1.9310344827586208;15.018181818181818;5.5928348605343565;51.589285714285715;0.3673328521747724;1325.6138863125373;49.02083333333333;1468.1572368948032;54.33333333333334;1417.741552046483;46.35;1307.6705047643215;60.2;1108.886251544541;35.2;1.2000000000000002;1.2;1.6;1.6;0.4;4
3200132010;Lo Espejo;Espec. en Crudos;Clásico;2.763157894736842;10.75;10.030902070826425;50.13333333333333;0.5088772288534831;1476.5994962216625;132.33333333333334;1506.2174956692736;51.85;1432.094546647759;46.31034482758621;1310.4449157369468;47.33333333333334;1213.1258106355385;40.578947368421055;1.0;1.55;1.8965517241379308;1.5454545454545454;2.3157894736842106;4
3200128362;Lo Espejo;Espec. en Crudos;Clásico;0.4642857142857143;16.916666666666668;1.8499029489703092;52.53846153846154;0.6082152875836312;1341.749407655474;77.72222222222223;1341.749407655474;77.72222222222223;1476.8695342607919;49.5;1326.9924371610896;73.66666666666667;1221.386251544541;110.0;2.5;2.5;2.5;2.0;3.0;0
3200136852;Sucursal Miraflores;Espec. en Crudos;Clásico;2.526315789473684;11.553191489361698;4.075839288572596;367.85416666666674;0.9020066804282404;1521.885245901639;162.66666666666666;1327.2364100717634;394.0;1278.6441695545159;443.375;1194.6664160268767;361.53333333333336;1089.3116749054602;270.57142857142856;2.0;1.0;1.6875;2.1333333333333333;2.0;4
62128;Sucursal Miraflores;Espec. en Crudos;Clásico;2.333333333333333;12.51315789473684;3.985466362681121;30.324675324675326;0.3925750554079728;1550.0;44.0;1503.2108314317597;29.5;1446.1787992558009;30.84;1307.3099820839454;27.740740740740737;1160.4620838481806;30.461538461538463;2.0;1.6666666666666667;1.68;1.5925925925925926;1.3076923076923077;4
3200170927;Lo Espejo;Espec. en Crudos;Clásico;2.0;13.0;1.4648464726330082;22.0;0.0;1450.0;22.0;1538.8399928729184;22.0;1503.4347671303958;22.0;1387.0;22.0;1469.8186900008286;22.0;1.0;2.0;2.5;2.6666666666666665;2.0416666666666665;0
3200129107;Lo Espejo;Espec. en Crudos;Clásico;0.21621621621621626;57.42857142857143;1.9468098792621011;143.125;0.46659932341748295;1211.1542134635802;182.0;1211.1542134635802;182.0;1200.202867594125;99.0;1222.1055593330352;265.0;1211.1542134635802;182.0;1.0;1.0;0.0;2.0;1.0;3
3200125468;Lo Espejo;Espec. en Crudos;Clásico;0.1111111111111111;267.5;1.0046085695355134;83.6;0.6282808624375433;1351.0527796665174;44.0;1351.0527796665174;44.0;1351.0527796665174;44.0;1351.0527796665174;44.0;1351.0527796665174;44.0;2.0;2.0;2.0;2.0;2.0;0
3200051495;Sucursal Miraflores;Espec. en Crudos;Clásico;7.44;3.948787061994609;4.740992516889344;134.04569892473117;0.37866770287525664;1580.4551116745974;186.25;1566.4674469982504;144.91666666666666;1413.384553466527;138.8;1309.4885138161223;128.58461538461538;1173.9620874762675;138.32558139534885;2.25;2.4166666666666665;1.86;2.230769230769231;2.4418604651162794;4
3200153803;Sucursal Miraflores;Espec. en Crudos;Clásico;3.7058823529411766;7.741935483870968;2.4695486026307;47.66666666666666;0.5169640314120548;1575.3114612473255;55.0;1492.7751181452395;55.92307692307693;1439.2740805505225;51.82352941176471;1385.133820290852;38.5;1193.3609958506227;43.81818181818182;2.5;1.7692307692307692;1.8823529411764703;2.6666666666666665;2.0;4
3200159347;Sucursal Miraflores;Espec. en Crudos;Clásico;5.0;5.75;6.272249686451053;139.8153846153846;0.4999698784216705;1327.6435581205037;139.66483134920634;1464.9675211566012;141.2;1402.489721335225;133.44444444444446;1253.3025943360472;145.95238095238096;1189.814395654142;138.0625;1.8732638888888888;1.5;1.8888888888888888;1.6666666666666667;2.4375;4
