Cliente - Local.1;Delta dia promedio;Probarilidad de caida %
8790;88.35714285714286;7.142857142857142
3200127663;46.0;11.11111111111111
3200002030;62.04545454545455;13.636363636363635
3200151606;45.0;0.0
3200137250;0.0;0.0
3200172965;35.0;0.0
3200143332;0.0;0.0
3200169048;0.0;0.0
36370;161.0;0.0
3200156801;0.0;0.0
39550;36.388888888888886;11.11111111111111
3200149341;30.6;6.666666666666667
3200145150;98.0;0.0
3200127717;0.0;0.0
3200134254;50.4;0.0
3200157029;45.5;0.0
3200152298;22.428571428571427;0.0
3200170409;25.8;0.0
21334;0.0;0.0
3200154819;58.0;20.0
3200161250;30.333333333333332;11.11111111111111
3200168512;30.2;20.0
3200119575;0.0;0.0
7556;84.5;25.0
47374;433.0;33.33333333333333
28626;217.0;0.0
3200065376;0.0;0.0
3200076225;84.26666666666667;13.333333333333334
3200072740;175.0;0.0
3200152131;63.0;0.0
3200095586;67.375;0.0
19031;45.5;0.0
3200167856;84.0;0.0
3200168285;49.0;0.0
3200132694;116.66666666666667;33.33333333333333
3200042771;75.11111111111111;16.666666666666664
3200097751;27.0;9.090909090909092
3200151271;36.166666666666664;0.0
3200117251;131.0;0.0
10871;0.0;0.0
3200143335;0.0;0.0
3200161047;0.0;0.0
3200136740;68.83333333333333;0.0
3200137112;90.4;20.0
3200108114;24.6;10.0
3200070814;16.88888888888889;11.11111111111111
3200073009;462.0;0.0
3200134593;119.6;20.0
3200160668;28.7;10.0
3200138375;220.5;0.0
3200055298;54.28;16.0
3200168479;77.0;0.0
29320;65.5;10.0
3200002807;26.727272727272727;9.090909090909092
3200122659;127.375;12.5
3200093609;0.0;0.0
3200143493;0.0;0.0
3200048047;213.0;0.0
23536;190.33333333333334;0.0
12213;42.0;20.0
3200049282;38.0;0.0
3200151911;91.0;0.0
3200069220;26.678571428571427;14.285714285714285
27084;91.0;0.0
61216;63.0;0.0
3200159129;0.0;0.0
3200119447;52.4;20.0
3200143074;75.25;25.0
3200131040;0.0;0.0
65084;5.860215053763441;5.376344086021505
3200164729;35.666666666666664;0.0
3200158987;0.0;0.0
3200039681;60.166666666666664;16.666666666666664
3200131560;0.0;0.0
3200160248;15.75;10.0
30194;0.0;0.0
3200132242;0.0;0.0
3200145543;94.125;0.0
3200165901;0.0;0.0
3200084298;0.0;0.0
3200165506;63.0;0.0
3200083468;0.0;0.0
3200055965;0.0;0.0
3200084394;686.0;0.0
6988;209.33333333333334;16.666666666666664
3200140005;245.0;0.0
88071;56.6;12.0
3200016402;49.0;0.0
20985;46.06666666666667;3.3333333333333335
3200161068;84.0;0.0
9991;118.0;0.0
3200040936;26.285714285714285;11.904761904761903
3200080131;0.0;0.0
44234;81.66666666666667;0.0
3200120248;42.0;0.0
3200159427;0.0;0.0
3200040605;138.0;0.0
3200114922;774.0;0.0
21521;121.33333333333333;16.666666666666664
3200107400;133.75;25.0
19385;107.625;12.5
90995;94.0;14.285714285714285
3200112632;4.0;0.0
3200152506;263.5;0.0
3200137716;592.0;0.0
3200161050;0.0;0.0
3200171538;0.0;0.0
3200048050;49.25;12.5
3200167597;0.0;0.0
36888;0.0;0.0
3200041187;0.0;0.0
3200140781;19.59090909090909;4.545454545454546
3200141031;0.0;0.0
3200162784;95.66666666666667;0.0
3200119477;75.5;12.5
3200149216;24.23076923076923;0.0
3200168058;33.6;0.0
3200140899;34.0;0.0
3200155989;245.0;0.0
38160;0.0;0.0
3200104818;114.33333333333333;0.0
3200166342;45.0;0.0
3200161416;23.083333333333332;0.0
3200104338;115.0;0.0
3200174630;0.0;0.0
3200130737;52.083333333333336;8.333333333333332
3200062449;420.0;33.33333333333333
3200168252;0.0;0.0
23684;21.0;0.0
3200092802;0.0;0.0
3200164398;0.0;0.0
3200117832;0.0;0.0
3200131112;31.0;0.0
43543;264.6;20.0
3200082496;351.0;0.0
3200062543;47.25;0.0
3200159960;16.1;5.0
34811;90.72727272727273;9.090909090909092
3200131151;81.5;25.0
3200132684;42.6;0.0
3200144891;36.333333333333336;11.11111111111111
25977;326.0;0.0
3200124516;63.0;28.57142857142857
3200127670;0.0;0.0
26266;0.0;0.0
61290;48.2;0.0
35945;523.5;0.0
3200051501;0.0;0.0
3200173199;14.0;0.0
3200171886;8.5;0.0
43040;13.333333333333334;9.523809523809524
3200047815;0.0;0.0
43317;0.0;0.0
3200100747;14.0;0.0
3200149681;43.0;0.0
3200132550;252.0;0.0
13875;42.666666666666664;15.151515151515152
90777;387.3333333333333;0.0
3200129256;88.66666666666667;0.0
3200155803;38.0;0.0
54052;151.0;0.0
3200123450;58.8;20.0
32859;84.83333333333333;16.666666666666664
9992;119.0;0.0
31808;0.0;0.0
3200139195;78.27272727272727;18.181818181818183
3200165687;0.0;0.0
3200157146;53.2;20.0
40838;63.0;0.0
3200161567;54.0;0.0
3200152502;38.0;0.0
3200152378;99.5;0.0
3200130025;0.0;0.0
43561;43.166666666666664;16.666666666666664
3200167551;0.0;0.0
3200119371;104.25;25.0
3200127240;135.33333333333334;11.11111111111111
3200002911;83.375;12.5
3200024898;334.5;0.0
3200140016;0.0;0.0
3200137264;95.8;20.0
78593;82.875;12.5
3200163305;126.0;0.0
8356;0.0;0.0
3200127458;80.5;0.0
11910;129.9090909090909;18.181818181818183
19359;77.58823529411765;11.76470588235294
3200156153;14.222222222222221;5.555555555555555
3200163102;33.6;20.0
39665;398.3333333333333;33.33333333333333
3200161090;24.0;0.0
42612;0.0;0.0
3200151474;203.0;0.0
3200131288;108.33333333333333;0.0
15201;306.6666666666667;33.33333333333333
3200132281;189.0;0.0
52675;92.46153846153847;15.384615384615385
3200047344;0.0;0.0
3200072545;91.0;8.333333333333332
3200072428;139.66666666666666;11.11111111111111
3200154857;94.0;0.0
59781;388.3333333333333;33.33333333333333
30486;172.0;12.5
3200167993;0.0;0.0
3200123470;70.0;0.0
3200168311;42.0;0.0
3200131264;0.0;0.0
3200165235;43.0;0.0
3200016082;194.83333333333334;16.666666666666664
3200170165;24.0;0.0
3200137176;68.25;0.0
20942;441.0;33.33333333333333
5260;84.8;20.0
44021;0.0;0.0
3200054492;31.5;0.0
3200166836;26.571428571428573;14.285714285714285
3200142939;47.6875;12.5
3200130918;145.33333333333334;33.33333333333333
3200133505;28.136363636363637;9.090909090909092
3200161323;0.0;0.0
3200077318;13.875;8.75
26149;0.0;0.0
3200048163;47.8;13.333333333333334
3200146360;0.0;0.0
3200131080;24.5;16.666666666666664
3200165374;25.375;12.5
22582;0.0;0.0
84383;49.0;0.0
3200027529;154.57142857142858;14.285714285714285
3200138287;0.0;0.0
3200145031;19.558823529411764;8.823529411764707
3200164887;0.0;0.0
3200015311;0.0;0.0
3200154614;30.666666666666668;11.11111111111111
3200139180;0.0;0.0
3200161989;61.0;0.0
32681;47.888888888888886;11.11111111111111
17681;0.0;0.0
31323;420.6666666666667;33.33333333333333
3200118600;45.5;0.0
3200158513;21.636363636363637;18.181818181818183
3200135528;68.38461538461539;15.384615384615385
3200160194;39.0;0.0
3200156267;109.66666666666667;0.0
16137;268.8;20.0
16664;0.0;0.0
3200085721;168.0;0.0
3200015067;37.0;20.0
24302;254.4;20.0
3200171837;5.0;5.0
3200140014;0.0;0.0
3200171000;7.785714285714286;7.142857142857142
3200154265;0.0;0.0
3200104581;129.0;0.0
3200148927;322.0;0.0
3200114464;105.0;0.0
31191;0.0;0.0
3200130530;159.66666666666666;0.0
19866;128.0;14.285714285714285
3200166843;0.0;0.0
47186;117.625;25.0
3200170725;15.0;0.0
45778;44.333333333333336;33.33333333333333
3200113325;38.333333333333336;0.0
3200094365;19.8135593220339;10.16949152542373
43301;68.33333333333333;16.666666666666664
3200135572;0.0;0.0
3200090103;91.0;0.0
3200160962;77.0;0.0
3200036642;0.0;0.0
3200168486;63.0;0.0
16036;469.0;0.0
21564;106.8;20.0
3200155923;46.666666666666664;0.0
3200158104;0.0;0.0
3200164077;111.0;0.0
3200170501;84.0;0.0
3200144084;170.5;0.0
3200162723;55.2;20.0
3200157466;31.5;12.5
3200027255;28.0;0.0
34855;18.91025641025641;12.82051282051282
90352;54.25;25.0
29344;0.0;0.0
14797;92.75;12.5
3200097595;0.0;0.0
27650;220.5;0.0
22548;27.04;16.0
42708;0.0;0.0
26851;28.28205128205128;10.256410256410255
3200091493;120.16666666666667;16.666666666666664
3200145640;46.0;0.0
43115;73.9;10.0
3200128607;68.5;0.0
13872;32.56410256410256;15.384615384615385
3200156062;28.166666666666668;16.666666666666664
33878;406.6666666666667;0.0
3200156577;52.5;0.0
3200041864;0.0;0.0
58855;10.285714285714286;7.142857142857142
23917;84.5;12.5
3200142412;57.75;0.0
3200127712;198.5;25.0
3200124815;69.7;20.0
3200121618;0.0;0.0
3200037554;435.0;33.33333333333333
3200053353;41.72727272727273;9.090909090909092
3200139015;29.4;10.0
3200116971;309.5;0.0
3200164478;15.75;12.5
3200011712;0.0;0.0
38243;109.0;0.0
3200107908;65.75;0.0
3200169283;0.0;0.0
3200122752;0.0;0.0
3200169385;126.0;0.0
3200170349;0.0;0.0
3200110098;21.0;0.0
3200130047;213.5;0.0
3200165502;23.333333333333332;0.0
3200151696;0.0;0.0
3200153974;34.22222222222222;11.11111111111111
35402;0.0;0.0
3200175428;0.0;0.0
3200134221;0.0;0.0
3200111414;120.22222222222223;11.11111111111111
3200133944;7.0;0.0
41554;1060.0;0.0
3200078571;152.25;0.0
3200172586;80.0;0.0
3200013661;35.0;0.0
3200037531;27.6;10.0
3200152042;0.0;0.0
3200037265;10.061224489795919;7.482993197278912
3200145489;199.5;0.0
3200061370;360.5;25.0
3200122968;0.0;0.0
3200016935;14.94;6.0
3200152100;0.0;0.0
3200124834;265.0;0.0
54016;124.6;20.0
16368;88.0;0.0
3200026327;87.66666666666667;0.0
3200131263;290.6666666666667;0.0
3200137554;77.44444444444444;11.11111111111111
3200159385;68.66666666666667;33.33333333333333
3200155621;63.57142857142857;14.285714285714285
3200158351;0.0;0.0
3200059683;778.0;0.0
3200159304;65.8;20.0
19627;297.6666666666667;0.0
3200117399;64.75;5.0
82623;441.0;0.0
3200016866;103.2;20.0
3200154196;175.0;0.0
3200063759;31.041666666666668;12.5
3200157640;55.25;25.0
3200093566;82.0;0.0
13724;277.0;20.0
3200085863;0.0;0.0
3200133238;0.0;0.0
3200155359;157.0;0.0
3200010502;30.8;10.0
87261;310.0;0.0
3200106177;316.5;25.0
3200153105;33.13333333333333;13.333333333333334
3200127823;63.5;0.0
3200168902;0.0;0.0
3200151722;99.33333333333333;0.0
3200143192;44.333333333333336;16.666666666666664
3200130004;29.25;12.5
3200014489;20.636363636363637;3.0303030303030303
3200156016;40.888888888888886;11.11111111111111
3200055018;36.0;25.0
3200157072;80.5;0.0
3200050035;164.0;0.0
3200161296;44.333333333333336;0.0
3200086561;200.0;16.666666666666664
3200157693;103.5;0.0
38239;42.375;12.5
3200137544;0.0;0.0
3200156421;71.5;0.0
3200158323;0.0;0.0
3200158198;0.0;0.0
19674;89.5;0.0
3200152997;56.0;0.0
3200130565;61.25;25.0
3200085871;14.0;0.0
3200159466;0.0;0.0
3200092740;0.0;0.0
3200158072;16.954545454545453;22.727272727272727
3200158373;14.0;0.0
8763;47.9;16.666666666666664
24912;298.25;25.0
33467;0.0;0.0
3200152190;220.0;0.0
31899;0.0;0.0
3200161730;0.0;0.0
13900;210.0;0.0
3200155600;112.0;0.0
3200171487;0.0;0.0
3200170783;11.0;0.0
30955;188.33333333333334;16.666666666666664
22953;40.88;8.0
3200155415;68.5;0.0
3200164318;25.666666666666668;16.666666666666664
3200152157;69.0;0.0
3200155723;67.0;0.0
3200171190;84.0;0.0
3200152512;0.0;0.0
36015;71.47368421052632;5.263157894736842
3200156504;0.0;0.0
3200128577;287.0;0.0
26350;174.14285714285714;0.0
3200158258;23.8;10.0
3200057192;0.0;0.0
3200153336;0.0;0.0
3200062613;289.0;25.0
3200164150;60.666666666666664;0.0
3200159883;70.0;0.0
3200170084;28.0;0.0
3200152744;115.5;0.0
3200153048;94.5;0.0
9029;12.541666666666666;0.0
3200162457;0.0;0.0
3200074643;318.5;25.0
3200039609;225.33333333333334;0.0
3200160012;35.0;0.0
3200159014;61.0;0.0
3200166504;0.0;0.0
41128;318.5;0.0
3200132286;93.91666666666667;8.333333333333332
3200131551;0.0;0.0
3200148631;65.5;0.0
3200148270;73.5;0.0
3200145534;45.0;0.0
3200150108;87.0;0.0
23777;0.0;0.0
3200149087;35.388888888888886;5.555555555555555
3200151533;74.2;20.0
3200148388;57.4;20.0
3200142162;0.0;0.0
3200009958;31.5;16.666666666666664
3200149091;0.0;0.0
3200144957;75.25;0.0
37407;70.625;12.5
38367;23.285714285714285;11.428571428571429
3200145068;0.0;0.0
3200144119;0.0;0.0
26451;149.0;0.0
70964;126.0;0.0
43950;39.0;0.0
3136;49.7;6.666666666666667
3200148933;42.81818181818182;9.090909090909092
3200147130;476.0;0.0
3200149636;0.0;0.0
3200017296;8.421052631578947;5.263157894736842
13480;47.25;25.0
3200147194;54.5;0.0
3200148282;0.0;0.0
25129;0.0;0.0
3200150210;9.545454545454545;6.0606060606060606
3200026616;33.75;0.0
3200145092;66.0;0.0
3200148255;108.0;0.0
3200143991;92.0;25.0
3200150057;41.666666666666664;16.666666666666664
3200053300;0.0;0.0
3200149404;26.0;0.0
3200147491;21.166666666666668;16.666666666666664
3200147507;67.5;10.0
3200048637;0.0;0.0
60426;0.0;0.0
3200053967;63.75;0.0
3200049346;0.0;0.0
3200148556;14.08695652173913;10.869565217391305
19452;0.0;0.0
3200148553;31.0;0.0
70576;0.0;0.0
3200146603;271.5;0.0
3200149753;62.0;0.0
41990;23.5;0.0
3200143529;54.44444444444444;22.22222222222222
3200150055;30.473684210526315;15.789473684210526
3200044651;67.0;0.0
45732;56.0;0.0
3200014332;21.130434782608695;8.695652173913043
3200148389;113.0;0.0
3200148280;61.75;0.0
3200112078;8.824561403508772;10.526315789473683
3200106883;2.9880478087649402;6.97211155378486
3200146758;25.76923076923077;23.076923076923077
3200138636;5.913043478260869;8.695652173913043
3200142961;29.0;9.090909090909092
3200120937;31.928571428571427;7.142857142857142
3200050492;108.41666666666667;8.333333333333332
3200133513;9.25;7.258064516129033
3200164403;3.4225352112676055;9.859154929577464
3200138357;5.0497512437810945;4.975124378109453
3200171981;0.0;0.0
3200142353;26.666666666666668;11.11111111111111
9694;12.4;11.666666666666666
3200118400;7.333333333333333;0.0
3200012303;3.8857142857142857;3.896103896103896
3200066538;2.5906735751295336;2.2452504317789295
3200036568;63.68181818181818;18.181818181818183
19367;208.0;0.0
3200107946;17.151162790697676;9.30232558139535
3200140852;287.0;0.0
3200056763;4.335260115606936;3.7572254335260116
3200144667;7.8316831683168315;8.91089108910891
3200099992;10.253424657534246;11.643835616438356
