Cliente - Local.1;Frecuencia mes promedio;Delta dia promedio;Skew Delta dia;Kilos Venta promedio;Covarianza del lote
3200099637;0.35714285714285715;14.0;0.0;30.4;0.338352391332205
67425;0.11764705882352941;284.0;0.0;419.5;1.3400474160746252
3200160798;0.09090909090909091;187.5;0.0;60.333333333333336;0.7848610306277958
3200129940;0.08333333333333333;0.0;0.0;40.0;
15050;0.32;25.2;3.4716741629980894;21.0;0.41984051969807257
3200157297;2.5;11.217391304347826;1.3841554841120154;24.19148936170213;0.33456305149028187
42418;0.024390243902439025;0.0;0.0;20.0;
3200103418;0.02631578947368421;0.0;0.0;107.0;
3200102390;0.02564102564102564;0.0;0.0;22.0;
15756;0.8378378378378378;21.933333333333334;4.114483921139517;21.870967741935484;0.3491614947918386
3200176705;0.36363636363636365;7.0;-0.7071067811865475;57.0;0.8507113843389728
3200079094;0.9714285714285714;31.12121212121212;3.4979381851542226;35.11764705882353;0.479869178528634
79603;0.07142857142857142;430.0;-0.45592503188333716;266.25;0.6280831584567255
3200078035;1.2653061224489797;22.41176470588235;6.004521377924043;57.91304347826087;0.48535476752364975
3200151253;0.125;0.0;0.0;20.0;
3200079052;0.125;42.0;1.4965351677452838;28.166666666666668;0.3819937964549862
59679;0.4166666666666667;60.78947368421053;1.3114271064343763;59.5;0.8279404203484056
3200085205;0.2;0.0;0.0;19.0;
27290;3.14;9.022598870056497;2.3391732874980984;31.146067415730336;0.5751349980347503
60964;0.16666666666666666;3.0;0.0;36.5;0.6780475983980593
44833;0.07692307692307693;406.0;0.6914426494288541;68.75;0.4878513073382354
3200039585;0.09090909090909091;0.0;0.0;42.0;
3200119453;0.40816326530612246;55.78947368421053;3.2475565209472856;27.55;0.5121732555583832
3200091182;0.1111111111111111;0.0;0.0;16.0;
3200006707;0.18181818181818182;178.5;0.0;42.333333333333336;0.08943162749291769
3200121998;0.23809523809523808;130.2;0.7271554449924885;54.333333333333336;0.46687076255797105
26324;0.05263157894736842;604.5;0.0;28.666666666666668;0.3441546183011336
30941;0.020833333333333332;0.0;0.0;22.0;
70089;0.021739130434782608;0.0;0.0;15.0;
3200142128;0.25;0.0;0.0;15.0;
28130;0.04878048780487805;513.0;0.0;19.0;0.2977291710259148
3200143285;3.6923076923076925;8.284313725490197;1.752936970835075;27.155339805825243;0.43760160931784076
3200158872;0.1111111111111111;0.0;0.0;16.0;
13210;0.041666666666666664;105.0;0.0;27.0;0.5237828008789241
3200063977;0.027777777777777776;0.0;0.0;19.0;
3200039386;0.2222222222222222;163.0;0.0;28.0;0.20203050891044216
3200018326;0.16666666666666666;4.0;0.0;21.5;0.2959981874734385
3200080009;0.425531914893617;71.4;2.480211658118318;96.33333333333333;0.6760115788900404
62093;0.0625;0.0;0.0;186.0;
16393;0.04;0.0;0.0;16.0;
3200154124;0.3125;60.75;1.1544400698353645;19.8;0.2241650608199207
3200078039;0.041666666666666664;147.0;0.0;16.5;0.04285495643554834
3200004836;0.08333333333333333;0.0;0.0;17.0;
3200122892;0.02127659574468085;0.0;0.0;18.0;
3200160822;0.08333333333333333;0.0;0.0;29.0;
3200123232;0.1111111111111111;0.0;0.0;17.0;
3200138379;0.5;66.0;1.0096119975435698;25.571428571428573;0.38106401469895074
3200111787;0.02127659574468085;0.0;0.0;17.0;
3200123696;0.1891891891891892;19.166666666666668;0.9393733725890939;21.428571428571427;0.24376673731709633
3200100902;1.7608695652173914;16.930232558139537;1.5288890752024318;127.51724137931035;0.44354369977015434
3200105265;3.25;9.411764705882353;1.940676436912683;23.11111111111111;0.35148607984244173
58500;0.14285714285714285;159.6;0.9526877280831313;680.1666666666666;0.9284944432341247
3200073875;0.3125;97.8;1.4722577431865875;981.0;0.6046600163614271
3200072095;0.13513513513513514;195.75;1.1492978400719116;335.8;1.0981910620369597
3200072007;0.047619047619047616;0.0;0.0;559.0;
3200074576;0.12903225806451613;109.0;0.4121359287603717;60.75;0.569013443408949
3200132937;0.4230769230769231;66.6;1.4035943216442421;23.636363636363637;0.4365172817633987
42441;0.22916666666666666;123.9;2.480000762900449;37.18181818181818;0.35309551488578383
3200165221;0.25;6.0;0.0;19.5;0.03626188621469475
3200115880;0.1388888888888889;230.4;0.40961809621563255;22.166666666666668;0.13806771646481839
38414;0.1111111111111111;0.0;0.0;41.0;
3200154136;0.1111111111111111;0.0;0.0;45.0;
3200136995;0.1;0.0;0.0;24.0;
3200167575;0.5;7.0;0.0;21.0;0.26937401188058957
3200005156;0.058823529411764705;0.0;0.0;24.0;
3200102239;0.25;112.0;1.5944844510333622;23.9;0.25826442446880277
3200114720;0.02564102564102564;0.0;0.0;25.0;
38444;1.4;5.333333333333333;1.008174705208303;45.57142857142857;0.5197211069939415
3200158138;0.09090909090909091;0.0;0.0;46.0;
3200161810;0.1111111111111111;0.0;0.0;19.0;
51882;0.03333333333333333;0.0;0.0;43.0;
3200146482;0.05555555555555555;0.0;0.0;22.0;
3200153683;0.625;10.222222222222221;1.493495785528783;85.6;0.7416195215582329
3200110242;0.07692307692307693;0.0;0.0;26.0;
33511;1.542857142857143;18.142857142857142;5.073602167388628;20.46875;0.16260978303225923
3200159262;0.5;29.25;0.9342885780342378;35.2;0.3623690629867805
39813;0.22916666666666666;97.3;1.6045953713248178;46.90909090909091;0.5556110632687087
3200145758;1.0;34.285714285714285;0.07052010016280355;31.375;0.25265732015609216
3200071285;0.24;128.0909090909091;2.7338827824258556;24.25;0.4303934301541467
3200133185;0.6153846153846154;39.45454545454545;2.7860396639355867;53.25;0.570568736105206
59596;0.42105263157894735;47.714285714285715;0.8895921193752139;22.75;0.15717414142271682
70619;0.2;158.66666666666666;0.608544336988528;49.0;0.18024001768016015
3200168632;0.5;2.0;0.0;22.5;0.40855058468556077
3200154547;0.06666666666666667;0.0;0.0;51.0;
3200079283;0.09090909090909091;0.0;0.0;41.0;
3200009654;0.05;14.0;0.0;59.0;0.934819134450012
34079;0.05263157894736842;672.0;0.0;27.0;0.4190262407031393
40630;0.1111111111111111;0.0;0.0;23.0;
46924;0.023255813953488372;0.0;0.0;22.0;
3200116918;0.043478260869565216;371.5;0.0;37.666666666666664;0.31450186980383826
3200100273;0.08333333333333333;0.0;0.0;19.0;
22236;0.023809523809523808;0.0;0.0;33.0;
19025;0.0851063829787234;388.0;-0.2827695122123928;20.5;0.2656932461523283
3200110278;0.3333333333333333;46.666666666666664;0.20070018720879515;26.0;0.4452244962611625
3200040900;0.06666666666666667;0.0;0.0;28.0;
3200152631;0.08333333333333333;0.0;0.0;22.0;
8703;0.14634146341463414;185.2;0.13043324046457272;22.5;0.12171612389003691
22476;0.8461538461538461;37.121212121212125;1.448810559913013;25.61764705882353;0.43912237479518224
3200139928;0.25;104.6;0.2121346931547491;29.333333333333332;0.3514286074236167
24563;0.4;30.0;0.0;15.5;0.22809896167307986
1831;0.06666666666666667;431.5;0.0;33.666666666666664;0.3518684285924131
3200147248;0.34782608695652173;43.142857142857146;1.0725088094187163;25.375;0.429092842077275
3200017088;0.125;113.0;0.0;23.5;0.15044825131628672
3200105811;5.666666666666667;5.369565217391305;3.6202940712130243;24.73160173160173;0.44598293570357517
3200146319;3.7916666666666665;7.669902912621359;3.425787710417261;71.1923076923077;0.5947184249029621
13846;0.38461538461538464;20.5;1.4323825405486117;22.733333333333334;0.34294196381396636
3200056186;0.7291666666666666;40.38235294117647;2.418048289521351;144.14285714285714;1.5323987767337544
3200147500;0.11764705882352941;7.0;0.0;23.5;0.030089650263257342
3200147236;0.1111111111111111;0.0;0.0;20.0;
3200011133;0.08163265306122448;149.66666666666666;0.11969056474960021;23.5;0.5671985538477221
3200167177;0.25;0.0;0.0;17.0;
3200078188;0.0625;0.0;0.0;22.0;
1460;0.1875;70.5;0.0;19.666666666666668;0.10584742370166778
3200145951;0.1111111111111111;0.0;0.0;25.0;
3200087115;0.04;0.0;0.0;20.0;
3200134872;0.05263157894736842;0.0;0.0;113.0;
2495;0.0851063829787234;101.0;0.668877804484915;35.5;0.4614333286499761
3200152471;0.25;167.0;0.0;20.0;0.07071067811865475
3200073435;0.0625;13.0;0.0;43.5;0.11378729812197316
3200083606;0.1111111111111111;0.0;0.0;27.0;
3200137871;0.030303030303030304;0.0;0.0;45.0;
21305;0.1111111111111111;0.0;0.0;25.0;
3200129422;0.1;0.0;0.0;22.0;
3200091694;0.6041666666666666;51.62068965517241;2.524147334425656;66.53333333333333;0.6015486875030647
24576;0.16666666666666666;172.33333333333334;0.7253428445597916;25.285714285714285;0.4616087741452964
3200140871;0.19047619047619047;101.0;-0.6879033236246608;20.75;0.07228915662650602
3200096219;0.16666666666666666;34.0;0.0;19.0;0.0744322927564787
36167;0.18181818181818182;192.5;0.0;29.333333333333332;0.5240842071636457
3200087611;0.0625;0.0;0.0;23.0;
3200092176;0.1111111111111111;0.0;0.0;18.0;
3200129974;0.025;0.0;0.0;21.0;
91248;0.047619047619047616;2.0;0.0;75.0;1.055946126571911
3200007676;0.9411764705882353;35.5625;3.5018406208992605;46.411764705882355;0.6475565058311034
89617;0.15789473684210525;52.5;0.0;205.66666666666666;0.7524118078915453
3200132062;1.1304347826086956;25.466666666666665;2.2670799594054882;67.58064516129032;0.4717134836464258
3200156740;0.1875;13.0;0.0;36.0;0.3004626062886658
48358;0.14814814814814814;215.0;0.6154201237408002;74.6;0.548091835756619
3200111401;0.06666666666666667;165.0;0.0;22.333333333333332;0.3808164424529276
3200115967;0.75;30.82857142857143;2.4170502395615356;81.58333333333333;0.6525426099940582
3200121340;0.23809523809523808;131.3;0.9080703394630374;390.09090909090907;0.8986468769192186
3200112371;0.16666666666666666;51.142857142857146;1.0130855871563416;34.125;0.6145742340526958
3200098958;1.1458333333333333;26.545454545454547;1.2926497115950648;117.28571428571429;1.0071612022295011
24521;0.07692307692307693;0.0;0.0;41.0;
3200097773;0.058823529411764705;28.0;0.0;20.0;0.1414213562373095
3200140741;0.25;127.0;0.6269339300940242;25.5;0.1648303295806339
3200059241;0.08571428571428572;206.5;0.0;59.333333333333336;0.7263503981525387
3200107841;0.02564102564102564;0.0;0.0;22.0;
3200084137;0.5454545454545454;60.166666666666664;0.7435841293164138;44.857142857142854;0.4139596568943321
3200077796;0.673469387755102;40.39473684210526;4.212267395941066;64.23076923076923;1.221386719329195
3200115484;1.8125;17.051724137931036;2.7215630726494977;22.338983050847457;0.21971264586849928
3200173952;0.3333333333333333;32.666666666666664;-0.3418641683115283;32.25;0.4069582867723004
3200079073;1.3125;23.227272727272727;3.867548936663983;27.217391304347824;0.36840556953257947
3200074431;0.15384615384615385;8.0;0.0;20.5;0.10347904114925084
3200142731;0.09523809523809523;326.0;0.0;29.5;0.4554247065269289
3200137843;0.09090909090909091;0.0;0.0;41.0;
3200133117;0.09090909090909091;0.0;0.0;26.0;
3200177015;0.2222222222222222;7.0;0.0;23.5;0.09026895078977201
3200169247;0.3333333333333333;5.0;0.0;29.5;0.3595458209423123
54487;0.42105263157894735;68.22222222222223;2.4108014314091974;19.3;0.1486724643637813
43077;0.043478260869565216;0.0;0.0;26.0;
62144;0.43333333333333335;75.38461538461539;1.1735922671451782;36.214285714285715;0.6582085987167117
2317;0.18181818181818182;137.4;1.0422055711516756;159.8181818181818;0.8678673781106054
3200044100;0.1590909090909091;187.83333333333334;1.4790828153197262;130.57142857142858;1.5640820910617772
3857;0.29545454545454547;93.33333333333333;1.7212731466561928;189.92307692307693;1.3615507821692734
45576;0.8958333333333334;34.02272727272727;1.775762100834718;30.933333333333334;0.6306478545401237
3200158500;1.9;16.0;1.7269719481842352;28.043478260869566;0.4179965828663389
3200094168;0.7619047619047619;33.225806451612904;1.551734170138293;28.78125;0.48568544904618755
3200095490;0.6444444444444445;46.96551724137931;3.9160572259561706;20.0;0.18754309849499512
3200132597;0.2;0.0;0.0;125.0;
31568;0.09090909090909091;432.0;0.0;24.0;0.0
77469;0.030303030303030304;0.0;0.0;15.0;
3200178711;0.3333333333333333;11.5;0.0;28.0;0.45596947624298945
68332;0.07142857142857142;107.5;0.0;27.0;0.5132002392796673
3200136158;0.8235294117647058;19.703703703703702;4.281111822594258;39.17857142857143;0.596982148343149
3200146002;0.25;131.0;-0.30853587004589883;40.0;0.16708281379802853
75660;0.30612244897959184;88.92857142857143;2.9513349594411147;41.733333333333334;0.6570582070931306
3200149812;1.0;31.59090909090909;1.3002599308390057;187.47826086956522;1.396406557512344
3200065193;0.02564102564102564;0.0;0.0;17.0;
3200126325;0.023255813953488372;0.0;0.0;21.0;
6488;0.2;31.5;0.0;30.666666666666668;0.38074521495949987
3200082700;0.02564102564102564;0.0;0.0;18.0;
3200173589;1.0909090909090908;8.909090909090908;1.009296117678964;23.416666666666668;0.2916097154917691
10343;3.58;8.182291666666666;6.205039998425994;42.870466321243526;0.8174739261745234
3200173717;0.2222222222222222;7.0;0.0;23.0;0.12297509238026914
3200173935;0.16666666666666666;107.0;0.0;20.0;0.1414213562373095
3200110480;0.09523809523809523;84.0;0.5725001350394449;24.75;0.37232420058664206
3200131936;0.03225806451612903;0.0;0.0;39.0;
3200141857;0.6666666666666666;45.421052631578945;1.888042789997421;34.85;0.7054681454940659
3200143778;1.8518518518518519;15.410714285714286;4.254756749762949;34.63157894736842;0.9101084662318016
3200133325;0.2631578947368421;22.555555555555557;1.660033624176164;62.9;0.40777628309974207
55205;0.36;65.05882352941177;2.3302410258152877;42.611111111111114;0.7888955437070666
3200056271;0.1111111111111111;0.0;0.0;24.0;
3200005877;0.12244897959183673;52.2;0.9531482578001778;54.0;0.6603611266256509
3200174117;0.1;0.0;0.0;16.0;
3200158214;0.07142857142857142;0.0;0.0;16.0;
3200081136;0.1;0.0;0.0;24.0;
3200110151;0.53125;51.0;2.471775819817091;21.952380952380953;0.3254663658743783
3200115339;0.023809523809523808;0.0;0.0;21.0;
3200025841;0.5;44.18181818181818;2.166611218662513;50.56521739130435;0.760904244004806
32575;0.72;42.8;2.8310586084280813;53.416666666666664;0.7337056336498414
3200159049;1.8571428571428572;14.242424242424242;2.919691407790207;34.705882352941174;0.39612281788255255
3200119128;0.22;139.0;1.8196556665235393;45.0;0.5308020739888285
3200051026;0.08333333333333333;464.5;0.0;33.666666666666664;0.3271824087496694
3200120098;0.02702702702702703;0.0;0.0;19.0;
35156;0.08333333333333333;0.0;0.0;16.0;
3200091850;0.02040816326530612;0.0;0.0;16.0;
3200115289;0.0625;0.0;0.0;96.0;
3200089238;0.3333333333333333;0.0;0.0;17.0;
35592;0.2222222222222222;18.0;0.0;18.0;0.15713484026367724
58388;0.40476190476190477;55.1875;2.6345877262629505;30.11764705882353;0.38361508063465394
3200158238;0.21428571428571427;40.0;0.0;30.0;0.2185812841434
3200151635;0.5;14.0;0.0;16.0;0.08838834764831845
14352;0.16666666666666666;21.0;0.0;22.0;0.128564869306645
3200110652;0.05405405405405406;1018.0;0.0;21.0;0.13468700594029479
3200145293;0.2;177.0;0.0;31.333333333333332;0.38075596102496345
3200111596;0.42;69.81818181818181;1.4882727675194647;81.34782608695652;0.6060080268288377
3200039219;0.02702702702702703;0.0;0.0;19.0;
13454;0.56;55.666666666666664;2.11526813729594;54.32142857142857;0.8821514558927189
43262;0.1875;8.8;0.1428726702474281;21.5;0.08189217144957679
3200167715;0.08333333333333333;0.0;0.0;24.0;
58651;5.775510204081633;5.256756756756757;3.7385106075341503;25.966329966329965;0.5042267970790787
35983;0.02040816326530612;0.0;0.0;15.0;
3200162260;0.09090909090909091;0.0;0.0;19.0;
89012;0.02127659574468085;0.0;0.0;14.0;
3200178008;0.3333333333333333;14.0;0.0;38.333333333333336;0.6465847459137845
29233;0.023255813953488372;0.0;0.0;43.0;
3200080482;0.5;6.375;4.317693044966047;17.28;0.2162215473642292
76450;0.5217391304347826;45.34782608695652;2.7963193094484824;184.54166666666666;0.8171106006173329
3200132670;0.52;27.083333333333332;1.6259812183404598;85.61538461538461;0.8952602051096582
3200100115;0.05555555555555555;0.0;0.0;57.0;
3200109750;0.15555555555555556;211.16666666666666;1.362360486215917;30.428571428571427;0.6100818087618401
3200006219;0.04;1155.0;0.0;16.5;0.12856486930664499
28747;0.3181818181818182;92.61538461538461;2.1625123399399846;38.07142857142857;0.587105758550135
3200168037;0.09090909090909091;0.0;0.0;15.0;
3200102208;0.3333333333333333;9.0;0.0;28.666666666666668;0.7353214769191803
3200143451;0.16666666666666666;82.2;1.4892184413588008;20.833333333333332;0.1025748507188775
22765;0.2;61.0;0.0;25.0;0.1131370849898476
75657;0.02;0.0;0.0;13.0;
39500;0.1111111111111111;21.0;0.0;21.0;0.20203050891044214
3200149470;0.06666666666666667;0.0;0.0;16.0;
3200006541;0.425;67.94444444444444;1.7167388283433698;33.10526315789474;0.45454048878812325
73134;0.0967741935483871;40.0;0.0;24.0;0.14433756729740643
3200018324;0.07692307692307693;0.0;0.0;19.0;
3200142727;0.3333333333333333;0.0;0.0;19.0;
3200109614;0.04;0.0;0.0;14.0;
19819;0.25;12.0;0.0;22.5;0.15713484026367724
3200106889;1.38;20.20253164556962;5.910314616122192;23.2375;0.39198226796168534
3200149886;1.1538461538461537;26.857142857142858;2.0188975864835284;56.733333333333334;0.5665338624364741
2684;0.023809523809523808;0.0;0.0;17.0;
3200025543;0.25;0.0;0.0;19.0;
3200145770;0.5652173913043478;52.76923076923077;1.485919728991329;33.92857142857143;0.6985721640601952
