"Salidas v/s Stock (con lotes)"
"USUARIO:"
"TRAEGER BRAUTIGAM, ROLF ALBERT"
"/"
"Última actualización de datos"
"26.05.2021 09:16:35"
"Visualizar como"
"Sector";"Material";"Zona de ventas";"Oficina de ventas";"Oficina de ventas";"Año natural/Semana";"Día natural";"Vida Útil Restante";"Stock"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"01.2020";"30.12.2019";"8";"111,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"01.2020";"31.12.2019";"7";"111,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"01.2020";"02.01.2020";"5";"111,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"01.2020";"03.01.2020";"4";"111,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"01.2020";"04.01.2020";"3";"111,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"45.2020";"03.11.2020";"8";"36,8"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"45.2020";"04.11.2020";"7";"18,4"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"45.2020";"05.11.2020";"6";"18,4"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"45.2020";"06.11.2020";"5";"18,4"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"15.2021";"12.04.2021";"8";"59,0"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"15.2021";"13.04.2021";"7";"59,0"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"15.2021";"14.04.2021";"6";"59,0"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"15.2021";"15.04.2021";"5";"19,7"
"Cerdo";"1020003";"Norte";"T061";"Arica";"04.2020";"21.01.2020";"8";"221,1"
"Cerdo";"1020003";"Norte";"T061";"Arica";"04.2020";"22.01.2020";"8";"246,6"
"Cerdo";"1020003";"Norte";"T061";"Arica";"04.2020";"23.01.2020";"7";"315,3"
"Cerdo";"1020003";"Norte";"T061";"Arica";"04.2020";"24.01.2020";"6";"295,4"
"Cerdo";"1020003";"Norte";"T061";"Arica";"04.2020";"25.01.2020";"6";"235,2"
"Cerdo";"1020003";"Sur";"T049";"Castro";"04.2020";"21.01.2020";"8";"103,4"
"Cerdo";"1020003";"Sur";"T049";"Castro";"04.2020";"22.01.2020";"8";"124,8"
"Cerdo";"1020003";"Sur";"T049";"Castro";"04.2020";"23.01.2020";"8";"132,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"04.2020";"24.01.2020";"7";"132,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"04.2020";"25.01.2020";"6";"111,9"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"18.01.2021";"8";"1.154,7"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"19.01.2021";"7";"1.876,3"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"20.01.2021";"8";"2.364,1"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"21.01.2021";"8";"2.793,6"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"22.01.2021";"7";"3.337,4"
"Cerdo";"1020003";"Santiago";"T117";"Lo Espejo";"03.2021";"23.01.2021";"7";"2.003,0"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"19.04.2021";"8";"1.822,9"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"20.04.2021";"7";"1.775,2"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"21.04.2021";"6";"1.596,1"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"22.04.2021";"6";"1.628,4"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"23.04.2021";"6";"1.533,1"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"16.2021";"24.04.2021";"8";"1.248,0"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"19.04.2021";"8";"409,3"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"20.04.2021";"8";"744,9"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"21.04.2021";"7";"1.103,3"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"22.04.2021";"7";"1.143,0"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"23.04.2021";"7";"1.174,6"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"16.2021";"24.04.2021";"8";"827,8"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"21.12.2020";"8";"39,7"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"22.12.2020";"7";"39,7"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"23.12.2020";"7";"77,6"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"24.12.2020";"7";"37,9"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"25.12.2020";"6";"37,9"
"Cerdo";"1020003";"Norte";"T062";"Iquique";"52.2020";"26.12.2020";"5";"37,9"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"04.2020";"23.01.2020";"9";"22,0"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"04.2020";"24.01.2020";"8";"22,0"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"04.2020";"25.01.2020";"7";"22,0"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"08.06.2020";"8";"1.907,8"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"09.06.2020";"7";"1.953,7"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"10.06.2020";"7";"2.307,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"11.06.2020";"7";"1.567,2"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"12.06.2020";"7";"1.473,5"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"24.2020";"13.06.2020";"8";"1.610,8"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"15.03.2021";"8";"661,4"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"16.03.2021";"8";"2.175,4"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"17.03.2021";"8";"2.433,3"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"18.03.2021";"7";"2.046,3"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"19.03.2021";"7";"1.308,0"
"Cerdo";"1020003";"Centro Sur";"T153";"Talca";"11.2021";"20.03.2021";"8";"444,5"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"27.01.2020";"7";"387,5"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"28.01.2020";"6";"326,3"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"29.01.2020";"7";"389,1"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"30.01.2020";"7";"560,6"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"31.01.2020";"6";"704,5"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"05.2020";"01.02.2020";"5";"574,3"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"12.04.2021";"8";"825,4"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"13.04.2021";"7";"918,9"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"14.04.2021";"8";"1.137,1"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"15.04.2021";"7";"1.273,2"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"16.04.2021";"7";"1.308,5"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"15.2021";"17.04.2021";"8";"1.178,7"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"26.04.2021";"8";"1.167,7"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"27.04.2021";"7";"1.210,6"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"28.04.2021";"7";"1.173,2"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"29.04.2021";"6";"1.062,7"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"30.04.2021";"5";"826,9"
"Cerdo";"1020003";"Centro Sur";"T112";"Los Angeles";"17.2021";"01.05.2021";"7";"482,3"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"22.03.2021";"7";"196,0"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"23.03.2021";"7";"341,2"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"24.03.2021";"7";"433,5"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"25.03.2021";"9";"481,8"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"26.03.2021";"8";"575,5"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"12.2021";"27.03.2021";"7";"575,5"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"07.2021";"16.02.2021";"8";"42,2"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"07.2021";"17.02.2021";"7";"42,2"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"07.2021";"18.02.2021";"6";"42,2"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"07.2021";"19.02.2021";"6";"64,6"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"07.2021";"20.02.2021";"6";"44,9"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"19.04.2021";"8";"3.856,7"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"20.04.2021";"7";"3.012,3"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"21.04.2021";"6";"2.749,5"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"22.04.2021";"7";"3.293,8"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"23.04.2021";"6";"3.432,6"
"Cerdo";"1020003";"Centro Sur";"T103";"Rancagua";"16.2021";"24.04.2021";"7";"1.748,9"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"15.03.2021";"9";"906,4"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"16.03.2021";"8";"776,1"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"17.03.2021";"8";"1.201,4"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"18.03.2021";"9";"708,2"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"19.03.2021";"9";"1.077,3"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"11.2021";"20.03.2021";"8";"1.129,7"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"18.2020";"27.04.2020";"8";"634,5"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"18.2020";"28.04.2020";"7";"594,1"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"18.2020";"29.04.2020";"6";"700,7"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"18.2020";"30.04.2020";"6";"493,8"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"18.2020";"01.05.2020";"5";"493,8"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"19.04.2021";"7";"908,1"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"20.04.2021";"7";"1.139,2"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"21.04.2021";"7";"1.321,1"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"22.04.2021";"8";"2.391,4"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"23.04.2021";"7";"2.269,2"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"16.2021";"24.04.2021";"7";"2.004,4"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"18.01.2021";"8";"1.016,7"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"19.01.2021";"8";"1.034,6"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"20.01.2021";"7";"1.425,6"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"21.01.2021";"7";"1.548,8"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"22.01.2021";"7";"1.628,2"
"Cerdo";"1020003";"Centro Sur";"T104";"Concepcion";"03.2021";"23.01.2021";"7";"1.374,8"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"19.10.2020";"7";"564,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"20.10.2020";"7";"760,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"21.10.2020";"6";"760,7"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"22.10.2020";"6";"655,6"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"23.10.2020";"6";"1.020,8"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"43.2020";"24.10.2020";"6";"532,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"12.04.2021";"8";"1.401,3"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"13.04.2021";"7";"1.290,9"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"14.04.2021";"6";"1.244,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"15.04.2021";"6";"1.305,0"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"16.04.2021";"6";"1.395,7"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"15.2021";"17.04.2021";"9";"912,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"15.03.2021";"8";"471,5"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"16.03.2021";"8";"694,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"17.03.2021";"7";"1.038,7"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"18.03.2021";"6";"1.065,7"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"19.03.2021";"7";"1.025,3"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"11.2021";"20.03.2021";"7";"1.353,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"18.01.2021";"8";"406,3"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"19.01.2021";"8";"456,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"20.01.2021";"8";"661,8"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"21.01.2021";"7";"749,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"22.01.2021";"8";"746,6"
"Cerdo";"1020003";"Centro Sur";"T107";"Chillan";"03.2021";"23.01.2021";"7";"686,9"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"12.2020";"17.03.2020";"7";"42,7"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"12.2020";"18.03.2020";"6";"42,7"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"12.2020";"19.03.2020";"5";"42,7"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"12.2020";"20.03.2020";"4";"42,7"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"44.2020";"26.10.2020";"7";"18,1"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"44.2020";"27.10.2020";"6";"18,1"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"44.2020";"28.10.2020";"5";"18,1"
"Cerdo";"1020003";"Sur";"T019";"Punta Arenas";"44.2020";"29.10.2020";"4";"18,1"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"24.08.2020";"8";"168,8"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"25.08.2020";"7";"84,4"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"26.08.2020";"6";"136,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"27.08.2020";"6";"191,4"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"28.08.2020";"7";"133,5"
"Cerdo";"1020003";"Sur";"T049";"Castro";"35.2020";"29.08.2020";"6";"53,9"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"18.01.2021";"8";"127,1"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"19.01.2021";"8";"247,3"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"20.01.2021";"8";"290,5"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"21.01.2021";"8";"580,8"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"22.01.2021";"7";"801,1"
"Cerdo";"1020003";"Sur";"T110";"Osorno";"03.2021";"23.01.2021";"7";"779,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"27.04.2020";"8";"1.411,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"28.04.2020";"7";"1.283,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"29.04.2020";"7";"1.356,5"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"30.04.2020";"6";"1.038,1"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"01.05.2020";"5";"1.226,9"
"Cerdo";"1020003";"Centro Sur";"T012";"Los Angeles";"18.2020";"02.05.2020";"7";"188,9"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"04.2020";"21.01.2020";"9";"332,2"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"04.2020";"22.01.2020";"8";"381,4"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"04.2020";"23.01.2020";"8";"418,4"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"04.2020";"24.01.2020";"7";"204,3"
"Cerdo";"1020003";"Norte";"T063";"Antofagasta";"04.2020";"25.01.2020";"7";"81,6"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"26.04.2021";"9";"2.329,2"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"27.04.2021";"8";"1.829,6"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"28.04.2021";"8";"1.982,9"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"29.04.2021";"7";"1.325,5"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"30.04.2021";"7";"860,5"
"Cerdo";"1020003";"Centro Norte";"T109";"San Antonio";"17.2021";"01.05.2021";"8";"1.376,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"09.11.2020";"5";"20,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"10.11.2020";"6";"106,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"11.11.2020";"7";"68,7"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"12.11.2020";"8";"142,9"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"13.11.2020";"7";"91,4"
"Cerdo";"1020003";"Sur";"T049";"Castro";"46.2020";"14.11.2020";"6";"91,4"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"15.03.2021";"8";"937,6"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"16.03.2021";"7";"937,6"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"17.03.2021";"7";"842,9"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"18.03.2021";"7";"976,9"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"19.03.2021";"7";"976,1"
"Cerdo";"1020003";"Sur";"T106";"Puerto Montt";"11.2021";"20.03.2021";"8";"655,1"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"12.04.2021";"8";"2.119,1"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"13.04.2021";"7";"2.362,0"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"14.04.2021";"7";"2.671,1"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"15.04.2021";"7";"3.142,4"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"16.04.2021";"7";"2.187,1"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"15.2021";"17.04.2021";"8";"2.191,3"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"11.05.2020";"7";"179,0"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"12.05.2020";"6";"179,0"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"13.05.2020";"6";"384,5"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"14.05.2020";"6";"284,3"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"15.05.2020";"8";"236,9"
"Cerdo";"1020003";"Centro Norte";"T069";"Ovalle";"20.2020";"16.05.2020";"7";"236,9"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"06.2021";"09.02.2021";"8";"43,9"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"06.2021";"10.02.2021";"7";"43,9"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"06.2021";"11.02.2021";"6";"21,6"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"06.2021";"12.02.2021";"5";"21,6"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"06.2021";"13.02.2021";"4";"21,6"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"18.01.2021";"8";"74,7"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"19.01.2021";"8";"124,7"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"20.01.2021";"7";"182,0"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"21.01.2021";"7";"237,3"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"22.01.2021";"6";"213,1"
"Cerdo";"1020003";"Norte";"T162";"Iquique";"03.2021";"23.01.2021";"6";"268,8"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"30.11.2020";"7";"228,6"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"01.12.2020";"7";"258,0"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"02.12.2020";"7";"412,9"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"03.12.2020";"8";"366,7"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"04.12.2020";"8";"369,7"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"49.2020";"05.12.2020";"7";"369,7"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"12.04.2021";"9";"665,1"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"13.04.2021";"8";"848,7"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"14.04.2021";"9";"1.051,6"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"15.04.2021";"9";"980,1"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"16.04.2021";"8";"1.040,4"
"Cerdo";"1020003";"Centro Sur";"T152";"Curico";"15.2021";"17.04.2021";"8";"833,2"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"16.03.2020";"8";"2.544,7"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"17.03.2020";"7";"3.215,7"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"18.03.2020";"7";"3.678,9"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"19.03.2020";"6";"3.158,2"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"20.03.2020";"7";"2.069,3"
"Cerdo";"1020003";"Centro Norte";"T014";"Hijuelas";"12.2020";"21.03.2020";"8";"1.952,3"
"Cerdo";"1020003";"Centro Norte";"T066";"Coquimbo";"29.2020";"13.07.2020";"8";"244,2"
"Cerdo";"1020003";"Centro Norte";"T066";"Coquimbo";"29.2020";"14.07.2020";"7";"174,4"
"Cerdo";"1020003";"Centro Norte";"T066";"Coquimbo";"29.2020";"15.07.2020";"6";"92,4"
"Cerdo";"1020003";"Centro Norte";"T066";"Coquimbo";"29.2020";"16.07.2020";"7";"335,6"
"Cerdo";"1020003";"Centro Norte";"T066";"Coquimbo";"29.2020";"17.07.2020";"9";"145,9"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"30.03.2020";"8";"2.244,1"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"31.03.2020";"7";"1.516,4"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"01.04.2020";"9";"1.315,8"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"02.04.2020";"9";"1.619,1"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"03.04.2020";"8";"2.767,9"
"Cerdo";"1020003";"Sur";"T010";"Osorno";"14.2020";"04.04.2020";"8";"3.496,3"
"Cerdo";"1020003";"Sur";"T054";"Coyhaique";"21.2020";"18.05.2020";"8";"49,4"
"Cerdo";"1020003";"Sur";"T054";"Coyhaique";"21.2020";"19.05.2020";"7";"49,4"
"Cerdo";"1020003";"Sur";"T054";"Coyhaique";"21.2020";"20.05.2020";"6";"49,4"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"22.06.2020";"7";"857,2"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"23.06.2020";"6";"857,2"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"24.06.2020";"5";"1.107,1"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"25.06.2020";"5";"1.235,9"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"26.06.2020";"6";"1.055,6"
"Cerdo";"1020003";"Sur";"T049";"Castro";"26.2020";"27.06.2020";"5";"812,1"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"15.03.2021";"8";"840,5"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"16.03.2021";"8";"907,3"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"17.03.2021";"7";"1.119,9"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"18.03.2021";"7";"1.459,4"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"19.03.2021";"7";"2.334,9"
"Cerdo";"1020003";"Sur";"T105";"Temuco";"11.2021";"20.03.2021";"7";"3.013,8"
"Cerdo";"1020003";"Sur";"T154";"Coyhaique";"02.2021";"13.01.2021";"8";"34,0"
